park_id,source,park_name,area_ha,place_id,match_flag,notes
Vancouver_141,Vancouver,Granville Loop Park,1.0576262491005026,ChIJ47iOlshzhlQRTY5NyGaKwuU,exact,
Vancouver_142,Vancouver,Charleson Park,7.24506094998271,ChIJpcthL9tzhlQRctQyvr0X2MI,exact,
Vancouver_143,Vancouver,Grimmett Park,0.2423807022478004,ChIJIbUdIftzhlQR3FxYHnV9bFA,exact,
Vancouver_144,Vancouver,Sun Hop Park,0.1613126394672298,ChIJPSghNvtzhlQRiFdqmVl152A,manual,
Vancouver_145,Vancouver,Sunnyside Park,0.971854362038692,ChIJlTfKFFRxhlQRUctT1m7IU8c,exact,
Vancouver_146,Vancouver,Mount Pleasant Park,1.118571507241686,ChIJ2-nGU-RzhlQRg10wKBoIhv4,exact,
Vancouver_147,Vancouver,Tea Swamp Park,0.2633232881386645,ChIJxxdSOONzhlQRSddacN9azVQ,exact,
Vancouver_148,Vancouver,Clark Park,4.298638142764009,ChIJJ_kBcVJxhlQRiqlikNPSCLY,exact,
Vancouver_149,Vancouver,Robson Park,1.5652428799599776,ChIJ4w9s-VdxhlQRmt-tSScFR8I,exact,
Vancouver_150,Vancouver,Major Matthews Park,0.0743914382005765,ChIJ2Zs7K-FzhlQRUrWRcS8n4jE,manual,
Vancouver_151,Vancouver,Cedar Cottage Park,0.4728786658262306,ChIJtRQtKlBxhlQRaIjzYLWTH8c,exact,
Vancouver_152,Vancouver,Rosemary Brown Park,0.4950770732286146,ChIJS5wbJLBzhlQRoCRPmPuGU8Y,exact,
Vancouver_153,Vancouver,West Point Grey Park,3.752669690812062,ChIJF3ZzyvpyhlQR2PRpa6WD4yw,exact,
Vancouver_154,Vancouver,Delamont Park,0.3333201169663353,ChIJz8ibx7ZzhlQRfNxBURpAlo0,exact,
Vancouver_155,Vancouver,6th and Fir,0.1344785970347771,ChIJQ1sOFchzhlQRoXMYDrzBCi8,manual,
Vancouver_156,Vancouver,5th and Pine,0.1115163466708633,ChIJ__-vMMhzhlQRvgmDj4xwh40,manual,
Vancouver_157,Vancouver,McBride Park,1.7139528153459287,ChIJqYcdRFRyhlQRaECLerpvnGU,exact,
Vancouver_158,Vancouver,Tatlow Park,1.403307997861267,ChIJj9LmgVJyhlQRMSv-tmobp8U,exact,
Vancouver_159,Vancouver,Westmount Park,0.3970831302557805,ChIJ_8GQ6V1zhlQRVtXzc6MCZVg,exact,Wrong ID
Vancouver_160,Vancouver,Park Site on Point Grey at šxʷməθkʷəy̓əmasəm (Musq,0.213704688360158,ChIJd7CrglFyhlQRhCfsNwzHzYE,manual,
Vancouver_161,Vancouver,Volunteer Park,0.7255679853061457,ChIJnfJjlE1yhlQR6fGIpVjE_9E,exact,
Vancouver_162,Vancouver,China Creek South Park,1.6561738194258506,ChIJ5XTCEFBxhlQRSX_XuEGkLJA,exact,
Vancouver_163,Vancouver,W.C. Shelly Park,0.4479043144693012,ChIJN7q5Ek9xhlQRnuYOz9pJpoM,exact,
Vancouver_164,Vancouver,Jonathan Rogers Park,1.4034402734679432,ChIJuxe5nuBzhlQRGzxeBtLX_90,exact,
Vancouver_165,Vancouver,Guelph Park,1.044701379411163,ChIJ4bD6IF9xhlQRslSTYK4lOfM,exact,
Vancouver_166,Vancouver,Sahalli Park,0.5471233861074597,ChIJnUSZ3VtxhlQRHp5L-dYmDbA,exact,
Vancouver_167,Vancouver,China Creek North Park,3.1742196469464954,ChIJP2cAOltxhlQROoXZvfN2rdY,exact,
Vancouver_168,Vancouver,McSpadden Park,1.6291630179029877,ChIJ2cKodkhxhlQRF9dd0FsDc14,exact,
Vancouver_169,Vancouver,Alice Townley Park,0.2244104956839721,ChIJM4NmxEZxhlQRAM7rBUX3uN4,exact,
Vancouver_170,Vancouver,East Park,0.5806673336350324,ChIJNf8SCQ9xhlQR0XX0ndH7c-U,exact,
Vancouver_171,Vancouver,Sutcliffe Park,2.51721060583821,ChIJi8uFFc9zhlQRsj44EqhKgzA,exact,
Vancouver_172,Vancouver,Granville Island Water Park,0.2645161512827719,ChIJ38kXhc1zhlQRSwgjFzVBDgE,exact,
Vancouver_173,Vancouver,Park Site On South East False Creek (Hinge Park),1.3313305859339042,ChIJMzf4dmJxhlQRWGgp8cpI0eU,exact,
Vancouver_174,Vancouver,David Lam Park,3.5519070001536237,ChIJxe0X69BzhlQRN8arE-4IpMY,exact,
Vancouver_175,Vancouver,George Wainborn Park,2.3589321714816185,ChIJyc3aydFzhlQR43lpkTY-G0c,exact,
Vancouver_176,Vancouver,Habitat Island Park,0.6028334089508882,ChIJrWwEf2JxhlQRKMuYEPVuOPU,exact,
Vancouver_177,Vancouver,Coopers' Park,1.851835196804662,ChIJMVTzBthzhlQRW6T6LQaOxoU,exact,
Vancouver_178,Vancouver,May & Lorne Brown Park,0.2512475719142125,ChIJy45ZONJzhlQR8LQwVz87pzA,exact,
Vancouver_179,Vancouver,Jean Beaty Park,0.126008566915336,ChIJnRglPVFyhlQR03Sua9dIDi0,exact,
Vancouver_180,Vancouver,Jericho Beach Park,48.235374409690415,"ChIJ5xH-_PZyhlQR2oyzoLe8M-c, ChIJBdOUdVhyhlQRf5X1qM6aus8",exact,
Vancouver_181,Vancouver,Seaforth Peace Park,0.792671767245045,ChIJJ0-wUspzhlQRKt_ZlwgVYYs,exact,
Vancouver_182,Vancouver,Margaret Pigott Park,0.381529476994867,ChIJQcEWtE1yhlQRq5EvZuP3fYM,exact,
Vancouver_183,Vancouver,Hastings Mill Park,1.2353512248255365,ChIJBdvqe1dyhlQR7Nf9Nd_YHIA,exact,
Vancouver_184,Vancouver,Park Site on Point Grey at Stephens,0.2290353942419839,ChIJBR-XSExyhlQRVaU4Z8qga0I,fuzzy,
Vancouver_185,Vancouver,Locarno Beach Park,14.73526886866686,"ChIJwzH1iPNyhlQRnNtrx--1dRo, ChIJU85SfvNyhlQROqo2GnhKkPY",exact,
Vancouver_186,Vancouver,Park Site on Point Grey at Trafalgar,0.2905483362687796,ChIJqeRyDUxyhlQRhqdvgElWoRo,manual,As 'Trafalgar Triangle Park Site'
Vancouver_187,Vancouver,Kitsilano Beach Park,13.612187785693148,"ChIJnVFsezVyhlQRf5O-Pe5uQ04, ChIJHUYfoDVyhlQRrGFzpe5fhaQ",exact,
Vancouver_188,Vancouver,Emery Barnes Park,0.897458887204571,ChIJHTh_ntZzhlQRfufbHHTUOrY,exact,
