DAUID,db_pop_total,db_pop_valid,n_unique_parks,area_raw,area_cap20,area_cap10,qty_raw,qty_cap20,qty_cap10
59153194,361,361,1,0.24,0.24,0.24,0.6676,0.6676,0.6676
59153195,371,371,0,0.0,0.0,0.0,0.0,0.0,0.0
59153196,499,499,2,1.83,1.83,1.83,3.6586,3.6586,3.6586
59153197,476,476,0,0.0,0.0,0.0,0.0,0.0,0.0
59153198,527,527,3,2.15,2.15,2.15,4.0837,4.0837,4.0837
59153199,453,453,2,1.92,1.92,1.92,4.2316,4.2316,4.2316
59153200,669,669,2,3.6,3.6,3.6,5.383,5.383,5.383
59153201,556,556,2,3.6,3.6,3.6,6.4771,6.4771,6.4771
59153202,460,460,3,2.15,2.15,2.15,4.6785,4.6785,4.6785
59153203,554,554,4,2.41,2.41,2.41,4.3491,4.3491,4.3491
59153204,404,404,4,2.41,2.41,2.41,5.9638,5.9638,5.9638
59153205,388,388,4,2.41,2.41,2.41,6.2098,6.2098,6.2098
59153206,569,569,4,0.9,0.9,0.9,1.5828,1.5828,1.5828
59153207,486,486,4,0.79,0.79,0.79,1.6188,1.6188,1.6188
59153208,611,611,4,0.9,0.9,0.9,1.474,1.474,1.474
59153209,470,470,4,3.32,3.32,3.32,7.0645,7.0645,7.0645
59153210,515,515,5,3.38,3.38,3.38,6.5692,6.5692,6.5692
59153211,462,462,5,4.7,4.7,4.7,10.1707,10.1707,10.1707
59153212,425,425,3,6.18,6.18,6.18,14.5514,14.5514,14.5514
59153213,596,596,4,6.72,6.72,6.72,11.2703,11.2703,11.2703
59153214,658,658,6,5.11,5.11,5.11,7.7646,7.7646,7.7646
59153215,990,990,6,27.25,27.25,26.62,27.5262,27.5262,26.8856
59153216,789,789,4,11.86,11.86,11.86,15.0362,15.0362,15.0362
59153217,545,545,2,3.42,3.42,3.42,6.2672,6.2672,6.2672
59153218,478,478,1,1.67,1.67,1.67,3.4902,3.4902,3.4902
59153219,513,513,1,1.67,1.67,1.67,3.2521,3.2521,3.2521
59153220,409,409,2,3.12,3.12,3.12,7.6254,7.6254,7.6254
59153221,607,607,2,3.6,3.6,3.6,5.9329,5.9329,5.9329
59153222,679,679,2,3.6,3.6,3.6,5.3037,5.3037,5.3037
59153223,483,483,2,2.17,2.17,2.17,4.5009,4.5009,4.5009
59153224,791,791,0,0.0,0.0,0.0,0.0,0.0,0.0
59153225,584,584,0,0.0,0.0,0.0,0.0,0.0,0.0
59153226,634,634,1,3.05,3.05,3.05,4.8143,4.8143,4.8143
59153227,697,697,1,4.2,4.2,4.2,6.027,6.027,6.027
59153228,508,508,0,0.0,0.0,0.0,0.0,0.0,0.0
59153229,574,574,0,0.0,0.0,0.0,0.0,0.0,0.0
59153230,748,748,4,14.65,14.65,14.65,19.5877,19.5877,19.5877
59153231,477,477,3,2.03,2.03,2.03,4.2455,4.2455,4.2455
59153232,561,561,4,3.48,3.48,3.48,6.2067,6.2067,6.2067
59153246,1082,1082,0,0.0,0.0,0.0,0.0,0.0,0.0
59153249,722,722,4,69.75,36.46,26.46,96.606,50.5055,36.6551
59153250,493,493,1,53.28,20.0,10.0,108.0822,40.568,20.284
59153251,877,877,2,60.82,27.53,17.53,69.3481,31.3954,19.9929
59153252,688,688,1,7.53,7.53,7.53,10.9502,10.9502,10.9502
59153253,437,437,3,4.32,4.32,4.32,9.8797,9.8797,9.8797
59153254,387,387,2,2.87,2.87,2.87,7.4065,7.4065,7.4065
59153255,637,637,1,1.41,1.41,1.41,2.217,2.217,2.217
59153256,548,548,2,2.66,2.66,2.66,4.8474,4.8474,4.8474
59153257,619,619,1,1.97,1.97,1.97,3.1778,3.1778,3.1778
59153258,606,606,1,1.97,1.97,1.97,3.246,3.246,3.246
59153259,532,532,0,0.0,0.0,0.0,0.0,0.0,0.0
59153261,664,664,2,12.17,12.17,12.17,18.3248,18.3248,18.3248
59153262,869,869,1,0.93,0.93,0.93,1.0759,1.0759,1.0759
59153263,652,652,1,5.33,5.33,5.33,8.1698,8.1698,8.1698
59153264,405,405,1,5.27,5.27,5.27,13.0044,13.0044,13.0044
59153265,597,597,1,5.27,5.27,5.27,8.8221,8.8221,8.8221
59153266,836,836,1,5.27,5.27,5.27,6.3,6.3,6.3
59153267,697,697,1,0.93,0.93,0.93,1.3414,1.3414,1.3414
59153268,571,571,1,5.27,5.27,5.27,9.2238,9.2238,9.2238
59153269,418,418,1,5.27,5.27,5.27,12.6,12.6,12.6
59153270,510,510,1,5.27,5.27,5.27,10.327,10.327,10.327
59153271,570,570,1,0.29,0.29,0.29,0.5057,0.5057,0.5057
59153272,539,539,1,0.94,0.94,0.94,1.7508,1.7508,1.7508
59153273,671,671,0,0.0,0.0,0.0,0.0,0.0,0.0
59153274,675,675,0,0.0,0.0,0.0,0.0,0.0,0.0
59153275,642,642,2,0.68,0.68,0.68,1.0568,1.0568,1.0568
59153276,588,588,1,5.27,5.27,5.27,8.9571,8.9571,8.9571
59153277,456,456,1,0.9,0.9,0.9,1.9756,1.9756,1.9756
59153278,400,400,1,0.9,0.9,0.9,2.2522,2.2522,2.2522
59153279,500,500,1,5.27,5.27,5.27,10.5336,10.5336,10.5336
59153280,630,630,1,7.13,7.13,7.13,11.3199,11.3199,11.3199
59153281,671,671,1,7.13,7.13,7.13,10.6282,10.6282,10.6282
59153282,608,608,1,6.9,6.9,6.9,11.3478,11.3478,11.3478
59153283,593,593,2,7.37,7.37,7.37,12.4311,12.4311,12.4311
59153284,507,507,1,0.47,0.47,0.47,0.9312,0.9312,0.9312
59153285,526,526,1,0.47,0.47,0.47,0.8976,0.8976,0.8976
59153286,395,395,2,9.82,9.82,9.82,24.8597,24.8597,24.8597
59153287,702,702,1,6.9,6.9,6.9,9.8283,9.8283,9.8283
59153288,724,724,1,6.9,6.9,6.9,9.5297,9.5297,9.5297
59153289,570,570,1,2.92,2.92,2.92,5.123,5.123,5.123
59153290,667,667,2,5.02,5.02,5.02,7.5224,7.5224,7.5224
59153291,662,662,1,2.1,2.1,2.1,3.1682,3.1682,3.1682
59153292,675,675,1,2.92,2.92,2.92,4.3261,4.3261,4.3261
59153293,491,491,0,0.0,0.0,0.0,0.0,0.0,0.0
59153295,738,738,1,2.92,2.92,2.92,3.9568,3.9568,3.9568
59153296,686,686,1,1.43,1.43,1.43,2.081,2.081,2.081
59153297,1017,1017,2,3.52,3.52,3.52,3.466,3.466,3.466
59153298,612,612,1,1.43,1.43,1.43,2.3326,2.3326,2.3326
59153299,565,565,2,7.2,7.2,7.2,12.7361,12.7361,12.7361
59153300,486,486,1,1.43,1.43,1.43,2.9374,2.9374,2.9374
59153301,437,437,0,0.0,0.0,0.0,0.0,0.0,0.0
59153302,470,470,0,0.0,0.0,0.0,0.0,0.0,0.0
59153303,481,481,0,0.0,0.0,0.0,0.0,0.0,0.0
59153304,1421,1421,1,2.16,2.16,2.16,1.5225,1.5225,1.5225
59153305,779,779,2,3.55,3.55,3.55,4.5574,4.5574,4.5574
59153306,864,864,1,2.16,2.16,2.16,2.5041,2.5041,2.5041
59153307,436,436,2,3.55,3.55,3.55,8.1428,8.1428,8.1428
59153308,741,741,1,2.16,2.16,2.16,2.9197,2.9197,2.9197
59153370,911,911,2,13.62,13.62,13.62,14.9558,14.9558,14.9558
59153371,842,842,2,13.62,13.62,13.62,16.1814,16.1814,16.1814
59153372,957,957,3,10.75,10.75,10.75,11.2317,11.2317,11.2317
59153373,1305,1305,3,10.75,10.75,10.75,8.2366,8.2366,8.2366
59153394,1238,1238,3,428.58,30.2,20.2,346.1909,24.3941,16.3166
59153400,903,903,2,13.62,13.62,13.62,15.0883,15.0883,15.0883
59153464,1622,1622,3,1.34,1.34,1.34,0.828,0.828,0.828
59153466,693,693,3,0.76,0.76,0.76,1.0952,1.0952,1.0952
59153467,970,970,3,1.34,1.34,1.34,1.3846,1.3846,1.3846
59153469,1035,1035,4,6.49,6.49,6.49,6.2689,6.2689,6.2689
59153470,853,853,6,7.53,7.53,7.53,8.8219,8.8219,8.8219
59153471,1359,1359,5,6.63,6.63,6.63,4.8769,4.8769,4.8769
59153472,431,431,4,3.08,3.08,3.08,7.1363,7.1363,7.1363
59153473,502,502,3,2.94,2.94,2.94,5.8495,5.8495,5.8495
59153474,908,908,2,2.03,2.03,2.03,2.2312,2.2312,2.2312
59153476,727,727,4,2.55,2.55,2.55,3.5021,3.5021,3.5021
59153477,489,489,3,1.91,1.91,1.91,3.9119,3.9119,3.9119
59153479,1126,1126,1,0.63,0.63,0.63,0.5622,0.5622,0.5622
59153480,676,676,2,1.59,1.59,1.59,2.3488,2.3488,2.3488
59153481,935,935,2,4.16,4.16,4.16,4.4464,4.4464,4.4464
59153482,699,699,2,4.16,4.16,4.16,5.9476,5.9476,5.9476
59153483,869,869,1,0.1,0.1,0.1,0.1186,0.1186,0.1186
59153490,1574,1574,1,4.21,4.21,4.21,2.6737,2.6737,2.6737
59153491,1056,1056,2,42.41,24.21,14.21,40.1646,22.9247,13.455
59153492,588,588,1,4.21,4.21,4.21,7.1573,7.1573,7.1573
59153498,728,728,2,2.78,2.78,2.78,3.8164,3.8164,3.8164
59153499,1132,1132,2,2.0,2.0,2.0,1.7641,1.7641,1.7641
59153500,429,429,4,4.25,4.25,4.25,9.9093,9.9093,9.9093
59153539,1176,1176,1,7.87,7.87,7.87,6.6882,6.6882,6.6882
59153540,578,578,1,7.87,7.87,7.87,13.6079,13.6079,13.6079
59153552,938,938,3,1.1,1.1,1.1,1.1721,1.1721,1.1721
59153553,538,538,3,1.1,1.1,1.1,2.0435,2.0435,2.0435
59153562,440,440,4,6.49,6.49,6.49,14.7462,14.7462,14.7462
59153578,630,630,2,3.69,3.69,3.69,5.8629,5.8629,5.8629
59153579,506,506,1,3.3,3.3,3.3,6.5293,6.5293,6.5293
59153580,835,835,1,0.81,0.81,0.81,0.9751,0.9751,0.9751
59153581,694,694,2,4.12,4.12,4.12,5.9338,5.9338,5.9338
59153582,1396,1396,2,5.03,5.03,5.03,3.6059,3.6059,3.6059
59153583,1001,1001,3,5.42,5.42,5.42,5.4182,5.4182,5.4182
59153585,1256,1256,3,5.31,5.31,5.31,4.2288,4.2288,4.2288
59153586,1105,1105,6,433.47,35.08,25.08,392.277,31.7482,22.6984
59153587,750,750,3,422.63,24.25,14.25,563.5124,32.3332,18.9999
59153588,883,883,3,422.63,24.25,14.25,478.6345,27.4631,16.1381
59153589,905,905,3,422.63,24.25,14.25,466.9992,26.7955,15.7457
59153590,430,430,2,0.38,0.38,0.38,0.8843,0.8843,0.8843
59153591,867,867,3,428.52,30.14,20.14,494.2615,34.7639,23.2299
59153668,351,351,1,0.63,0.63,0.63,1.8036,1.8036,1.8036
59153669,347,347,2,1.8,1.8,1.8,5.1866,5.1866,5.1866
59153670,677,677,2,1.8,1.8,1.8,2.6584,2.6584,2.6584
59153671,403,403,2,1.8,1.8,1.8,4.4659,4.4659,4.4659
59153672,637,637,2,1.8,1.8,1.8,2.8254,2.8254,2.8254
59153673,667,667,2,1.8,1.8,1.8,2.6983,2.6983,2.6983
59153674,609,609,2,1.8,1.8,1.8,2.9553,2.9553,2.9553
59153675,695,695,1,1.17,1.17,1.17,1.6787,1.6787,1.6787
59153676,788,788,2,1.8,1.8,1.8,2.284,2.284,2.284
59153677,429,429,0,0.0,0.0,0.0,0.0,0.0,0.0
59153678,603,603,1,1.17,1.17,1.17,1.9348,1.9348,1.9348
59153679,967,967,1,1.17,1.17,1.17,1.2065,1.2065,1.2065
59153680,784,784,1,1.17,1.17,1.17,1.4882,1.4882,1.4882
59153681,948,948,1,1.17,1.17,1.17,1.2307,1.2307,1.2307
59153682,683,683,0,0.0,0.0,0.0,0.0,0.0,0.0
59153683,1302,1302,1,1.17,1.17,1.17,0.8961,0.8961,0.8961
59153684,779,779,1,1.17,1.17,1.17,1.4977,1.4977,1.4977
59153685,483,483,2,21.64,20.29,10.29,44.8043,42.0171,21.3132
59153686,886,886,5,25.48,24.13,14.13,28.7583,27.2388,15.9521
59153687,621,621,4,3.97,3.97,3.97,6.3991,6.3991,6.3991
59153688,822,822,3,3.84,3.84,3.84,4.6707,4.6707,4.6707
59153689,775,775,5,11.24,11.24,11.24,14.5013,14.5013,14.5013
59153690,439,439,2,7.4,7.4,7.4,16.8545,16.8545,16.8545
59153691,542,542,1,7.25,7.25,7.25,13.3673,13.3673,13.3673
59153692,1428,1428,1,7.25,7.25,7.25,5.0736,5.0736,5.0736
59153799,268,268,0,0.0,0.0,0.0,0.0,0.0,0.0
59153800,458,458,0,0.0,0.0,0.0,0.0,0.0,0.0
59153801,326,326,1,1.27,1.27,1.27,3.9086,3.9086,3.9086
59153805,729,729,2,1.75,1.75,1.75,2.3955,2.3955,2.3955
59153806,616,616,1,1.27,1.27,1.27,2.0685,2.0685,2.0685
59153807,405,405,1,1.51,1.51,1.51,3.7359,3.7359,3.7359
59153809,815,815,2,8.41,8.41,8.41,10.3221,10.3221,10.3221
59153810,348,348,3,4.44,4.44,4.44,12.7675,12.7675,12.7675
59153812,493,493,3,11.51,11.51,11.51,23.3403,23.3403,23.3403
59153814,345,345,1,2.48,2.48,2.48,7.177,7.177,7.177
59153815,660,660,2,7.39,7.39,7.39,11.1903,11.1903,11.1903
59153816,401,401,1,1.09,1.09,1.09,2.7299,2.7299,2.7299
59153818,802,802,2,3.57,3.57,3.57,4.4523,4.4523,4.4523
59153821,418,418,0,0.0,0.0,0.0,0.0,0.0,0.0
59153825,731,731,2,4.02,4.02,4.02,5.5024,5.5024,5.5024
59153826,483,483,1,0.97,0.97,0.97,2.0082,2.0082,2.0082
59153831,755,755,3,87.71,21.28,11.28,116.1729,28.1845,14.9395
59153833,383,383,2,4.46,4.46,4.46,11.6512,11.6512,11.6512
59153835,303,303,2,4.25,4.25,4.25,14.0261,14.0261,14.0261
59153836,291,291,3,4.88,4.88,4.88,16.776,16.776,16.776
59153838,327,327,2,1.26,1.26,1.26,3.8684,3.8684,3.8684
59153839,1379,1379,2,0.79,0.79,0.79,0.5753,0.5753,0.5753
59153843,2188,2188,3,0.62,0.62,0.62,0.2832,0.2832,0.2832
59153847,1609,1609,2,1.07,1.07,1.07,0.666,0.666,0.666
59153849,1052,1052,1,1.17,1.17,1.17,1.109,1.109,1.109
59153851,373,373,1,0.9,0.9,0.9,2.4061,2.4061,2.4061
59153852,1658,1658,1,0.25,0.25,0.25,0.1515,0.1515,0.1515
59153955,1326,1326,3,10.75,10.75,10.75,8.1061,8.1061,8.1061
59153956,939,939,1,0.63,0.63,0.63,0.6742,0.6742,0.6742
59153986,1362,1362,5,423.59,25.21,15.21,311.0077,18.5081,11.166
59153987,1500,1500,6,9.84,9.84,9.84,6.5588,6.5588,6.5588
59153988,1257,1257,3,7.18,7.18,7.18,5.7142,5.7142,5.7142
59153989,521,521,3,7.18,7.18,7.18,13.7865,13.7865,13.7865
59153990,696,696,3,7.18,7.18,7.18,10.3201,10.3201,10.3201
59153991,1451,1451,2,1.18,1.18,1.18,0.8162,0.8162,0.8162
59153994,636,636,2,4.16,4.16,4.16,6.5367,6.5367,6.5367
59153995,196,196,4,4.36,4.36,4.36,22.2543,22.2543,22.2543
59153996,797,797,3,4.26,4.26,4.26,5.3435,5.3435,5.3435
59153997,1173,1173,3,4.26,4.26,4.26,3.6307,3.6307,3.6307
59154000,3103,3103,5,8.93,8.93,8.93,2.8771,2.8771,2.8771
59154002,1285,1285,4,8.54,8.54,8.54,6.6445,6.6445,6.6445
59154026,58,58,2,0.66,0.66,0.66,11.3363,11.3363,11.3363
59154027,1577,1577,2,0.45,0.45,0.45,0.2826,0.2826,0.2826
59154134,1483,1483,4,1.52,1.52,1.52,1.023,1.023,1.023
59154135,1046,1046,4,1.52,1.52,1.52,1.4505,1.4505,1.4505
59154136,988,988,4,3.28,3.28,3.28,3.316,3.316,3.316
59154137,1034,1034,4,3.28,3.28,3.28,3.1685,3.1685,3.1685
59154138,1118,1118,4,3.28,3.28,3.28,2.9304,2.9304,2.9304
59154139,1703,1703,3,87.71,21.28,11.28,51.5035,12.4952,6.6232
59154140,1451,1451,3,6.25,6.25,6.25,4.3108,4.3108,4.3108
59154141,1546,1546,3,6.16,6.16,6.16,3.9858,3.9858,3.9858
59154142,1444,1444,3,6.82,6.82,6.82,4.7239,4.7239,4.7239
59154143,844,844,1,0.31,0.31,0.31,0.3629,0.3629,0.3629
59154144,1309,1309,2,0.57,0.57,0.57,0.4385,0.4385,0.4385
59154145,890,890,3,0.71,0.71,0.71,0.8015,0.8015,0.8015
59154146,1156,1156,3,0.76,0.76,0.76,0.6579,0.6579,0.6579
59154147,655,655,1,0.9,0.9,0.9,1.3702,1.3702,1.3702
59154148,855,855,3,6.81,6.81,6.81,7.9629,7.9629,7.9629
59154149,497,497,4,7.72,7.72,7.72,15.5308,15.5308,15.5308
59154150,342,342,2,8.19,8.19,8.19,23.938,23.938,23.938
59154152,273,273,1,1.06,1.06,1.06,3.8655,3.8655,3.8655
59154154,536,536,1,1.06,1.06,1.06,1.9688,1.9688,1.9688
59154156,996,996,1,2.48,2.48,2.48,2.486,2.486,2.486
59154157,407,407,1,2.48,2.48,2.48,6.0837,6.0837,6.0837
59154158,439,439,2,2.07,2.07,2.07,4.7074,4.7074,4.7074
59154159,332,332,1,0.97,0.97,0.97,2.9273,2.9273,2.9273
59154164,572,572,2,0.44,0.44,0.44,0.7777,0.7777,0.7777
59154165,661,661,5,4.61,4.61,4.61,6.9796,6.9796,6.9796
59154166,345,345,1,0.33,0.33,0.33,0.9661,0.9661,0.9661
59154167,981,981,2,0.25,0.25,0.25,0.2508,0.2508,0.2508
59154168,372,372,0,0.0,0.0,0.0,0.0,0.0,0.0
59154169,948,948,3,1.3,1.3,1.3,1.3751,1.3751,1.3751
59154172,1672,1672,2,7.4,7.4,7.4,4.4253,4.4253,4.4253
59154173,895,895,3,3.32,3.32,3.32,3.7044,3.7044,3.7044
59154174,8739,8739,6,6.71,6.71,6.71,0.7675,0.7675,0.7675
59154177,479,479,1,1.59,1.59,1.59,3.3161,3.3161,3.3161
59154180,479,479,1,2.92,2.92,2.92,6.0963,6.0963,6.0963
59154181,686,686,3,4.88,4.88,4.88,7.1095,7.1095,7.1095
59154182,1139,1139,2,0.66,0.66,0.66,0.5773,0.5773,0.5773
59154183,196,196,2,0.66,0.66,0.66,3.3546,3.3546,3.3546
59154184,1909,1909,1,4.22,4.22,4.22,2.2104,2.2104,2.2104
59154185,1303,1303,4,5.7,5.7,5.7,4.3755,4.3755,4.3755
59154186,586,586,1,4.22,4.22,4.22,7.2006,7.2006,7.2006
59154187,1027,1027,3,5.31,5.31,5.31,5.1718,5.1718,5.1718
59154188,840,840,2,8.19,8.19,8.19,9.7462,9.7462,9.7462
59154189,389,389,1,1.06,1.06,1.06,2.7128,2.7128,2.7128
59154190,829,829,3,3.63,3.63,3.63,4.3809,4.3809,4.3809
59154191,664,664,3,3.63,3.63,3.63,5.4696,5.4696,5.4696
59154192,965,965,2,7.4,7.4,7.4,7.6675,7.6675,7.6675
59154193,907,907,2,7.4,7.4,7.4,8.1578,8.1578,8.1578
59154194,650,650,2,3.86,3.86,3.86,5.9378,5.9378,5.9378
59154195,689,689,2,14.99,14.99,11.59,21.7515,21.7515,16.8192
59154196,774,774,1,2.27,2.27,2.27,2.9343,2.9343,2.9343
