DBUID,DAUID,db_pop,nearest_node,dist_nearest_entrance,reachable_400,reachable_800,snap_flag
59150557013,59150557,0,4944691731,241.4,1,1,0
59150557014,59150557,0,12527996515,445.4,0,1,0
59150558001,59150558,268,8723490676,143.2,1,1,0
59150558002,59150558,208,508040882,151.1,1,1,0
59150558003,59150558,68,452381694,261.9,1,1,0
59150559001,59150559,203,623764933,365.4,1,1,0
59150559002,59150559,139,623764931,464.1,0,1,0
59150559003,59150559,176,8707508230,334.1,1,1,0
59150559004,59150559,93,13382538019,354.2,1,1,0
59150560001,59150560,94,451615581,305.6,1,1,0
59150560002,59150560,116,623764812,376.4,1,1,0
59150560003,59150560,100,623764863,425.7,0,1,0
59150560004,59150560,96,13382538040,340.1,1,1,0
59150560005,59150560,95,522420057,498.2,0,1,0
59150560006,59150560,61,13315590645,30.3,1,1,0
59150561001,59150561,18,8703716233,41.1,1,1,0
59150561002,59150561,0,13315590643,0.0,1,1,0
59150561003,59150561,101,623764787,152.3,1,1,0
59150561004,59150561,118,623764792,77.6,1,1,0
59150561005,59150561,113,623764793,90.5,1,1,0
59150561006,59150561,70,623764797,108.6,1,1,0
59150561007,59150561,0,1445829262,109.3,1,1,0
59150561008,59150561,58,527770896,0.0,1,1,0
59150561009,59150561,49,26046323,612.7,0,1,0
59150562001,59150562,49,8725659750,362.8,1,1,0
59150562002,59150562,65,623764855,169.4,1,1,0
59150562003,59150562,132,338494589,477.9,0,1,0
59150562004,59150562,106,623764853,153.4,1,1,0
59150562005,59150562,192,623764864,221.3,1,1,0
59150563003,59150563,304,1887635498,218.7,1,1,0
59150563004,59150563,357,9307495467,214.0,1,1,0
59150564001,59150564,129,13305571969,124.6,1,1,0
59150564002,59150564,105,8725639573,145.3,1,1,0
59150564003,59150564,0,8725641427,0.0,1,1,0
59150564004,59150564,413,623764879,50.0,1,1,0
59150565001,59150565,76,623764887,441.1,0,1,0
59150565002,59150565,75,623764886,331.3,1,1,0
59150565003,59150565,73,515589095,100.6,1,1,0
59150565004,59150565,86,451615568,126.9,1,1,0
59150565005,59150565,201,623764880,120.4,1,1,0
59150566001,59150566,563,5524209793,459.3,0,1,0
59150567001,59150567,231,526599614,425.3,0,1,0
59150567002,59150567,286,4041413003,396.9,1,1,0
59150568001,59150568,293,8685611521,321.0,1,1,0
59150568002,59150568,350,623765035,320.3,1,1,0
59150568003,59150568,0,5019373802,295.7,1,1,0
59150569001,59150569,459,623765042,218.8,1,1,0
59150569002,59150569,293,5150802142,320.6,1,1,0
59150569003,59150569,112,5150802143,265.6,1,1,0
59150569004,59150569,0,7647358901,0.0,1,1,0
59150570001,59150570,294,8723490708,16.9,1,1,0
59150570002,59150570,194,515589169,55.7,1,1,0
59150570003,59150570,0,11165300468,0.0,1,1,0
59150571001,59150571,73,8666692558,410.9,0,1,0
59150571002,59150571,92,4658442312,271.7,1,1,0
59150571003,59150571,78,13148623968,322.0,1,1,0
59150571004,59150571,70,8666692537,322.0,1,1,0
59150571006,59150571,0,10187763192,8.3,1,1,0
59150571007,59150571,5,8666692423,233.1,1,1,0
59150571008,59150571,54,623765016,63.5,1,1,0
59150571009,59150571,42,522420079,166.9,1,1,0
59150571010,59150571,43,623765053,306.2,1,1,0
59150571013,59150571,111,8666692564,451.2,0,1,0
59150572002,59150572,27,338737240,213.3,1,1,0
59150572003,59150572,32,8666692685,113.4,1,1,0
59150572004,59150572,36,338737367,360.0,1,1,0
59150572006,59150572,60,562622497,253.9,1,1,0
59150572007,59150572,27,3963019655,0.0,1,1,0
59150572008,59150572,58,3963322323,0.0,1,1,0
59150572011,59150572,97,8666692560,466.2,0,1,0
59150573001,59150573,1310,7851568586,129.3,1,1,0
59150575003,59150575,242,623765187,304.0,1,1,0
59150575004,59150575,123,729828709,294.3,1,1,0
59150575005,59150575,32,729828710,164.9,1,1,0
59150575006,59150575,68,1178722850,0.0,1,1,0
59150575007,59150575,98,8678168179,243.2,1,1,0
59150577009,59150577,0,13316041055,332.1,1,1,0
59150577015,59150577,811,577384560,0.0,1,1,0
59150577016,59150577,0,12497317985,222.2,1,1,0
59150578001,59150578,0,12861846136,70.3,1,1,0
59150578004,59150578,77,339135375,460.1,0,1,0
59150578005,59150578,33,8678141199,416.7,0,1,0
59150578012,59150578,81,8677679304,297.5,1,1,0
59150578013,59150578,217,6197725850,117.8,1,1,0
59150578014,59150578,96,8678168146,595.7,0,1,0
59150579001,59150579,50,8677542953,602.8,0,1,0
59150579002,59150579,56,8677681822,502.5,0,1,0
59150579003,59150579,69,529790186,340.3,1,1,0
59150579004,59150579,77,577384485,58.8,1,1,0
59150579005,59150579,37,4316279336,97.2,1,1,0
59150579006,59150579,116,726961646,228.8,1,1,0
59150580001,59150580,74,577394767,299.5,1,1,0
59150580002,59150580,89,577394764,199.6,1,1,0
59150580003,59150580,121,8677679299,0.0,1,1,0
59150580004,59150580,36,8677681842,177.9,1,1,0
59150580005,59150580,49,8677543005,241.1,1,1,0
59150580006,59150580,73,8677542950,431.5,0,1,0
59150580007,59150580,64,8677681819,330.4,1,1,0
59150581001,59150581,48,8677555227,473.5,0,1,0
59150581002,59150581,15,577394842,480.7,0,1,0
59150581003,59150581,32,577394830,462.2,0,1,0
59150581004,59150581,45,577394814,400.4,0,1,0
59150581005,59150581,87,8677555149,354.0,1,1,0
59150581006,59150581,85,8677555244,563.0,0,1,0
59150581007,59150581,78,8725912543,485.9,0,1,0
59150582001,59150582,50,8677299663,511.3,0,1,0
59150582002,59150582,65,8677555209,620.0,0,1,0
59150582003,59150582,62,8677542981,531.9,0,1,0
59150582004,59150582,66,8677542987,703.2,0,1,0
59150582005,59150582,60,8677299644,644.1,0,1,0
59150582006,59150582,80,8677299670,535.2,0,1,0
59150582007,59150582,72,577384690,668.0,0,1,0
59150582008,59150582,82,577384666,695.4,0,1,0
59150583001,59150583,107,8669530818,311.2,1,1,0
59150583002,59150583,101,478224002,506.4,0,1,0
59150583003,59150583,132,478224089,543.9,0,1,0
59150583005,59150583,95,8669530829,317.6,1,1,0
59150583009,59150583,64,8669491286,441.1,0,1,0
59150583010,59150583,94,8669491265,420.2,0,1,0
59150584001,59150584,77,8498337300,19.0,1,1,0
59150584002,59150584,83,8669530876,149.3,1,1,0
59150584003,59150584,71,8669530845,251.7,1,1,0
59150584004,59150584,103,8669530849,215.6,1,1,0
59150584005,59150584,270,8498337285,95.2,1,1,0
59150585001,59150585,83,1090247780,0.0,1,1,0
59150585002,59150585,70,8669530857,165.9,1,1,0
59150585003,59150585,82,8669491264,267.8,1,1,0
59150585004,59150585,79,8669491310,370.8,1,1,0
59150585005,59150585,67,8669359391,383.7,1,1,0
59150585006,59150585,77,8669359401,281.3,1,1,0
59150585007,59150585,86,8669376947,178.6,1,1,0
59150586001,59150586,56,9092880549,197.6,1,1,0
59150586002,59150586,0,7533336812,252.6,1,1,0
59150586003,59150586,81,5905274364,88.4,1,1,0
59150586004,59150586,0,7533336820,32.8,1,1,0
59150586005,59150586,195,683051603,8.2,1,1,0
59150586006,59150586,222,7533336819,7.7,1,1,0
59150587001,59150587,145,3973078765,373.9,1,1,0
59150587002,59150587,77,8522710546,318.7,1,1,0
59150587003,59150587,70,8522710520,234.9,1,1,0
59150587004,59150587,45,8669376942,331.9,1,1,0
59150587005,59150587,60,8669376937,322.1,1,1,0
59150587006,59150587,89,247688487,419.4,0,1,0
59150587007,59150587,84,8657643965,412.0,0,1,0
59150588001,59150588,69,5614575590,520.4,0,1,0
59150588002,59150588,10,8529092619,486.2,0,1,0
59150588005,59150588,79,8657643971,395.5,1,1,0
59150588007,59150588,31,8522710527,363.4,1,1,0
59150588008,59150588,115,8522710538,458.8,0,1,0
59150588009,59150588,96,12996765367,436.6,0,1,0
59150588010,59150588,96,8648184003,495.6,0,1,0
59150588012,59150588,61,5617914074,604.5,0,1,0
59150588013,59150588,24,8533661902,425.9,0,1,0
59150589001,59150589,97,8657643983,293.5,1,1,0
59150589002,59150589,87,8657643990,194.7,1,1,0
59150589003,59150589,69,11209147469,156.2,1,1,0
59150589004,59150589,66,8669359364,358.0,1,1,0
59150589005,59150589,89,8669359412,457.5,0,1,0
59150589006,59150589,57,8669359347,472.5,0,1,0
59150589007,59150589,28,10187781342,398.4,1,1,0
59150590001,59150590,77,8657644004,381.7,1,1,0
59150590002,59150590,81,8657652520,279.4,1,1,0
59150590003,59150590,80,8657644014,180.8,1,1,0
59150590004,59150590,77,8657652542,78.8,1,1,0
59150590005,59150590,82,8657652554,165.4,1,1,0
59150590006,59150590,72,8657652538,267.1,1,1,0
59150590007,59150590,83,8657652529,365.5,1,1,0
59150591001,59150591,69,5617914069,686.3,0,1,0
59150591002,59150591,89,8657652621,482.9,0,1,0
59150591003,59150591,71,8657652613,380.4,1,1,0
59150591004,59150591,69,8657652595,407.0,0,1,0
59150591005,59150591,84,12766898987,138.0,1,1,0
59150591006,59150591,88,8657652568,314.6,1,1,0
59150591007,59150591,83,8657652578,415.5,0,1,0
59150591008,59150591,89,8657652572,514.6,0,1,0
59150592001,59150592,159,5617914060,747.8,0,1,0
59150592002,59150592,74,5617914063,689.8,0,1,0
59150592003,59150592,65,5617914064,653.7,0,1,0
59150592004,59150592,67,8657644015,395.6,1,1,0
59150592005,59150592,93,8648183992,480.8,0,1,0
59150592006,59150592,86,5617914070,612.8,0,1,0
59150592007,59150592,88,5614575588,741.0,0,1,0
59150593001,59150593,193,2333683194,518.9,0,1,0
59150593002,59150593,75,8648183949,671.2,0,1,0
59150593003,59150593,83,8648183940,625.2,0,1,0
59150593004,59150593,73,8657652631,595.5,0,1,0
59150593005,59150593,99,5617914068,722.9,0,1,0
59150593006,59150593,66,5617914067,719.7,0,1,0
59150594001,59150594,87,5322843696,239.9,1,1,0
59150594002,59150594,53,2333683220,481.4,0,1,0
59150594003,59150594,99,12996765361,394.6,1,1,0
59150594004,59150594,84,12996765363,625.4,0,1,0
59150594005,59150594,103,5503959629,499.2,0,1,0
59150595001,59150595,173,577418261,446.9,0,1,0
59150595002,59150595,108,577418258,394.9,1,1,0
59150595003,59150595,81,577417962,295.8,1,1,0
59150595004,59150595,93,8648183920,443.0,0,1,0
59150595005,59150595,56,577418263,500.3,0,1,0
59150595006,59150595,161,8285234809,556.6,0,1,0
59150596001,59150596,87,8604912969,143.6,1,1,0
59150596002,59150596,93,8604912950,242.6,1,1,0
59150596003,59150596,116,9084881850,408.0,0,1,0
59150596004,59150596,106,8604912951,241.2,1,1,0
59150596005,59150596,87,5631179515,208.5,1,1,0
59150597001,59150597,166,8604912930,289.4,1,1,0
59150597002,59150597,125,5503959627,530.6,0,1,0
59150597003,59150597,138,9919902317,384.5,1,1,0
59150597004,59150597,189,12996765359,406.9,0,1,0
59150597005,59150597,93,577418281,246.1,1,1,0
59150597006,59150597,0,5322843697,151.2,1,1,0
59150598001,59150598,116,8808057581,352.5,1,1,0
59150598002,59150598,141,5620507660,296.7,1,1,0
59150598003,59150598,113,5627937947,276.6,1,1,0
59150598004,59150598,115,8808057568,133.2,1,1,0
59150598005,59150598,0,1399014205,0.0,1,1,0
59150598006,59150598,72,5322843699,150.0,1,1,0
59150599001,59150599,241,8930959612,378.4,1,1,0
59150599002,59150599,222,8930981719,481.1,0,1,0
59150599003,59150599,134,8930981740,532.1,0,1,0
59150600001,59150600,15,577453340,75.1,1,1,0
59150600002,59150600,58,8608766407,181.6,1,1,0
59150600003,59150600,39,8608766359,196.8,1,1,0
59150600004,59150600,39,8608770734,64.0,1,1,0
59150600005,59150600,51,8608796591,296.0,1,1,0
59150600006,59150600,69,577453333,422.1,0,1,0
59150600007,59150600,117,8930959588,370.4,1,1,0
59150600008,59150600,87,8930959592,392.3,1,1,0
59150601001,59150601,113,8975832087,363.4,1,1,0
59150601002,59150601,171,8975832086,314.7,1,1,0
59150601003,59150601,190,8608796616,198.9,1,1,0
59150601004,59150601,177,8608802631,60.5,1,1,0
59150601005,59150601,117,8608802650,168.5,1,1,0
59150602001,59150602,88,5455323239,247.3,1,1,0
59150602002,59150602,97,5455323240,290.6,1,1,0
59150602003,59150602,119,5455319562,240.1,1,1,0
59150602004,59150602,123,5455319561,211.7,1,1,0
59150603001,59150603,69,8608766392,195.5,1,1,0
59150603002,59150603,93,8608766382,119.4,1,1,0
59150603003,59150603,119,8608802643,160.9,1,1,0
59150603004,59150603,102,8608766374,125.1,1,1,0
59150603005,59150603,20,8455280082,0.0,1,1,0
59150604001,59150604,121,8604966265,159.4,1,1,0
59150604002,59150604,199,8604966259,59.6,1,1,0
59150604003,59150604,211,8604783851,197.3,1,1,0
59150604004,59150604,90,8604783859,157.5,1,1,0
59150605001,59150605,0,8604884708,0.0,1,1,0
59150605002,59150605,101,5631179516,174.3,1,1,0
59150605003,59150605,103,3989334057,41.5,1,1,0
59150605004,59150605,122,8604783818,234.9,1,1,0
59150605005,59150605,160,8604783842,35.5,1,1,0
59150606001,59150606,168,8604708555,315.5,1,1,0
59150606002,59150606,110,4828947734,363.7,1,1,0
59150606003,59150606,117,8604708560,436.9,0,1,0
59150606004,59150606,142,4828947736,440.5,0,1,0
59150606005,59150606,164,8604708581,256.9,1,1,0
59150607001,59150607,125,8511174247,117.6,1,1,0
59150607002,59150607,154,3462424020,188.4,1,1,0
59150607003,59150607,278,8604633314,161.7,1,1,0
59150607004,59150607,169,8604783878,338.4,1,1,0
59150607005,59150607,110,8604783868,286.8,1,1,0
59150608001,59150608,209,1399014272,78.5,1,1,0
59150608002,59150608,200,1399014214,0.0,1,1,0
59150608003,59150608,72,4925990000,210.4,1,1,0
59150608004,59150608,85,4925987112,124.5,1,1,0
59150609001,59150609,232,3976495023,336.9,1,1,0
59150609002,59150609,136,3976495019,396.9,1,1,0
59150609003,59150609,164,8604633304,566.4,0,1,0
59150610001,59150610,167,5623482729,360.9,1,1,0
59150610002,59150610,151,3976495016,454.9,0,1,0
59150610003,59150610,108,8604589886,614.2,0,1,0
59150610004,59150610,252,3976505117,400.6,0,1,0
59150611001,59150611,139,3976495011,551.0,0,1,0
59150611002,59150611,111,3976495007,573.3,0,1,0
59150611003,59150611,0,660080540,524.4,0,1,0
59150611004,59150611,210,8523090477,310.1,1,1,0
59150611005,59150611,101,3991251538,594.2,0,1,0
59150611006,59150611,128,3990922167,555.6,0,1,0
59150612001,59150612,142,8604708604,512.4,0,1,0
59150612002,59150612,169,3632577607,638.9,0,1,0
59150612003,59150612,216,8285262831,732.0,0,1,0
59150612004,59150612,119,8285262851,648.9,0,1,0
59150613001,59150613,114,3990922165,531.7,0,1,0
59150613002,59150613,137,8604589867,237.2,1,1,0
59150613003,59150613,248,9092880545,209.9,1,1,0
59150613004,59150613,248,5430960226,386.6,1,1,0
59150614001,59150614,188,8498261951,559.8,0,1,0
59150614002,59150614,117,8604601134,424.0,0,1,0
59150614003,59150614,139,8498258998,566.0,0,1,0
59150614004,59150614,218,8498261944,569.8,0,1,0
59150615001,59150615,101,8498258992,472.7,0,1,0
59150615002,59150615,130,8498258958,379.6,1,1,0
59150615003,59150615,150,8498258975,303.4,1,1,0
59150615004,59150615,118,8498259000,317.5,1,1,0
59150616001,59150616,169,11586959251,564.5,0,1,0
59150616002,59150616,161,8498261920,411.2,0,1,0
59150616003,59150616,258,8193269074,246.9,1,1,0
59150617001,59150617,302,8193269086,205.9,1,1,0
59150617002,59150617,242,8192268645,272.3,1,1,0
59150618001,59150618,290,8193269075,230.4,1,1,0
59150618002,59150618,226,9300925797,126.6,1,1,0
59150618003,59150618,134,9300925802,189.8,1,1,0
59150619001,59150619,244,8498258926,169.0,1,1,0
59150619002,59150619,250,13000336545,141.6,1,1,0
59150619003,59150619,143,5503959630,306.7,1,1,0
59150620001,59150620,116,4789103184,0.0,1,1,0
59150620002,59150620,217,8192028029,0.0,1,1,0
59150620003,59150620,101,8192010911,11.8,1,1,0
59150620004,59150620,125,13135462725,404.7,0,1,0
59150621001,59150621,161,2331434432,544.0,0,1,0
59150621002,59150621,147,10864151111,344.2,1,1,0
59150621003,59150621,155,11367888184,210.9,1,1,0
59150622001,59150622,308,8195840483,359.4,1,1,0
59150622002,59150622,168,8195840451,305.4,1,1,0
59150623001,59150623,314,8192717649,313.6,1,1,0
59150623002,59150623,180,8195840473,215.7,1,1,0
59150624001,59150624,293,8195840494,261.5,1,1,0
59150624002,59150624,303,7283551177,384.5,1,1,0
59150625001,59150625,297,8195840432,162.8,1,1,0
59150625002,59150625,311,7283551176,340.5,1,1,0
59150626001,59150626,320,9391223611,218.0,1,1,0
59150626002,59150626,285,9391223614,155.8,1,1,0
59150627001,59150627,185,10062956473,278.0,1,1,0
59150627002,59150627,203,7833982599,216.4,1,1,0
59150627003,59150627,0,8098708282,218.4,1,1,0
59150627005,59150627,136,5631205609,48.9,1,1,0
59150627007,59150627,0,3103251673,0.0,1,1,0
59150627008,59150627,0,3462487481,45.2,1,1,0
59150628001,59150628,221,12974274185,19.6,1,1,0
59150628002,59150628,199,13521371372,165.9,1,1,0
59150628003,59150628,218,11203494126,388.4,1,1,0
59150628004,59150628,132,8192028038,290.7,1,1,0
59150629001,59150629,298,8192717675,327.0,1,1,0
59150629002,59150629,168,8192717699,374.8,1,1,0
59150629003,59150629,139,1355488420,122.7,1,1,0
59150633001,59150633,228,8113094469,472.1,0,1,0
59150633002,59150633,153,7283589258,370.5,1,1,0
59150633003,59150633,282,8489598319,384.7,1,1,0
59150634001,59150634,269,8489598322,370.4,1,1,0
59150634002,59150634,271,8521609236,268.5,1,1,0
59150635001,59150635,302,8489598289,281.8,1,1,0
59150635002,59150635,281,8521595999,175.7,1,1,0
59150636001,59150636,348,8521596006,160.9,1,1,0
59150636004,59150636,329,1833668624,0.0,1,1,0
59150637003,59150637,38,8530134481,0.0,1,1,0
59150637004,59150637,103,8530134464,57.5,1,1,0
59150637005,59150637,0,9641745896,0.0,1,1,0
59150637006,59150637,437,8530134472,73.1,1,1,0
59150638001,59150638,250,572433378,190.6,1,1,0
59150638002,59150638,186,3438732588,125.9,1,1,0
59150638003,59150638,224,572433366,228.1,1,1,0
59150639001,59150639,303,1111325655,284.6,1,1,0
59150639002,59150639,214,1111325654,285.1,1,1,0
59150640003,59150640,238,11209147483,390.7,1,1,0
59150640004,59150640,198,571700149,396.5,1,1,0
59150641001,59150641,346,8521609171,588.9,0,1,0
59150641002,59150641,296,8525985923,514.3,0,1,0
59150642001,59150642,313,12899161003,738.5,0,1,0
59150642002,59150642,297,8521609209,764.8,0,1,0
59150643003,59150643,301,8525985899,409.2,0,1,0
59150643004,59150643,300,8525985885,664.6,0,1,0
59150644001,59150644,303,8521609212,750.1,0,1,0
59150644002,59150644,295,10656229325,659.4,0,1,0
59150645001,59150645,0,10656229321,756.5,0,1,0
59150645002,59150645,94,8525985840,330.2,1,1,0
59150645003,59150645,82,8525985831,486.3,0,1,0
59150645004,59150645,278,9365431361,623.1,0,1,0
59150646002,59150646,345,13451838272,674.2,0,1,0
59150646005,59150646,298,8521609226,741.0,0,1,0
59150647001,59150647,292,8526227803,775.4,0,1,0
59150647002,59150647,302,8526247317,673.9,0,1,0
59150648006,59150648,390,12602242348,709.6,0,1,0
59150649001,59150649,190,10054067559,338.7,1,1,0
59150649002,59150649,0,7961861542,490.3,0,1,0
59150649003,59150649,29,1025824155,534.2,0,1,0
59150649004,59150649,0,1357146074,585.3,0,1,0
59150649005,59150649,398,1357146093,603.6,0,1,0
59150649006,59150649,0,12127793770,449.4,0,1,0
59150649009,59150649,46,9878276380,388.8,1,1,0
59150650001,59150650,186,1357146039,549.3,0,1,0
59150650002,59150650,273,8509048901,351.4,1,1,0
59150651001,59150651,171,13375025443,491.7,0,1,0
59150651002,59150651,250,8507720078,335.8,1,1,0
59150652001,59150652,250,6777709251,632.8,0,1,0
59150652002,59150652,230,571700426,338.7,1,1,0
59150652003,59150652,218,12926795427,287.7,1,1,0
59150653001,59150653,210,571700423,290.7,1,1,0
59150653002,59150653,148,571700433,198.7,1,1,0
59150653003,59150653,124,571700430,97.1,1,1,0
59150654001,59150654,300,13573031845,506.5,0,1,0
59150654002,59150654,168,571700246,351.3,1,1,0
59150654003,59150654,124,571700392,189.7,1,1,0
59150655001,59150655,107,3308528355,312.1,1,1,0
59150655002,59150655,206,4328944067,219.2,1,1,0
59150655003,59150655,178,4328944064,206.5,1,1,0
59150656001,59150656,114,571700257,520.5,0,1,0
59150656002,59150656,196,8525960089,528.3,0,1,0
59150656003,59150656,184,9936452356,416.5,0,1,0
59150657001,59150657,56,11599387656,145.3,1,1,0
59150657003,59150657,44,8770514548,303.3,1,1,0
59150657005,59150657,35,8562383201,363.4,1,1,0
59150657006,59150657,43,8562383152,451.6,0,1,0
59150657007,59150657,50,8562383149,337.2,1,1,0
59150657009,59150657,41,8525986004,275.0,1,1,0
59150657010,59150657,102,9936452354,423.5,0,1,0
59150657012,59150657,0,8525986048,0.0,1,1,0
59150657016,59150657,54,8525985950,226.7,1,1,0
59150657017,59150657,50,8562359972,281.7,1,1,0
59150657018,59150657,36,8562383257,288.0,1,1,0
59150658001,59150658,232,962551671,192.3,1,1,0
59150658002,59150658,143,4328944062,286.3,1,1,0
59150658003,59150658,46,6947572556,271.7,1,1,0
59150658004,59150658,64,4328944056,205.3,1,1,0
59150658005,59150658,84,571700213,50.2,1,1,0
59150658006,59150658,90,4328944058,168.5,1,1,0
59150659001,59150659,27,8562383088,486.1,0,1,0
59150659002,59150659,69,8562360009,420.8,0,1,0
59150659007,59150659,53,626315986,441.5,0,1,0
59150659008,59150659,58,626316020,323.8,1,1,0
59150659009,59150659,63,626316005,392.9,1,1,0
59150659010,59150659,49,626315980,339.9,1,1,0
59150659011,59150659,0,571700199,557.6,0,1,0
59150659016,59150659,126,12663880869,500.0,0,1,0
59150659017,59150659,64,626315994,472.4,0,1,0
59150659018,59150659,68,626316029,307.7,1,1,0
59150659019,59150659,42,8562360007,578.3,0,1,0
59150660001,59150660,15,8562383186,533.7,0,1,0
59150660002,59150660,50,8562383178,613.8,0,1,0
59150660003,59150660,29,571700189,501.4,0,1,0
59150660004,59150660,40,8656592914,443.1,0,1,0
59150660005,59150660,30,8656592930,619.1,0,1,0
59150660006,59150660,39,8656592827,421.4,0,1,0
59150660007,59150660,53,7847014966,290.7,1,1,0
59150660008,59150660,61,8656592861,237.3,1,1,0
59150660009,59150660,66,12498968357,412.6,0,1,0
59150660010,59150660,38,8562359986,621.2,0,1,0
59150660011,59150660,38,8562359998,549.2,0,1,0
59150660012,59150660,29,8562383154,521.7,0,1,0
59150661001,59150661,16,8656592657,319.4,1,1,0
59150661002,59150661,30,626060657,261.2,1,1,0
59150661003,59150661,30,626060683,148.3,1,1,0
59150661004,59150661,44,7847014971,201.6,1,1,0
59150661006,59150661,46,8656592840,134.4,1,1,0
59150661008,59150661,52,626315893,237.2,1,1,0
59150661009,59150661,56,626315869,171.3,1,1,0
59150661010,59150661,46,626060584,404.5,0,1,0
59150661011,59150661,78,626060598,225.7,1,1,0
59150661012,59150661,50,5474113117,276.0,1,1,0
59150661013,59150661,0,8656592700,0.0,1,1,0
59150661014,59150661,41,626315898,158.0,1,1,0
59150662003,59150662,59,625944409,610.4,0,1,0
59150662004,59150662,59,8659544509,481.6,0,1,0
59150662005,59150662,47,625944428,571.0,0,1,0
59150662006,59150662,38,452378483,460.2,0,1,0
59150662007,59150662,47,626060649,467.4,0,1,0
59150662008,59150662,32,626060699,474.2,0,1,0
59150662009,59150662,44,626060719,574.3,0,1,0
59150662016,59150662,40,8770541651,644.9,0,1,0
59150662017,59150662,48,8648109505,486.1,0,1,0
59150662018,59150662,0,8770541653,708.3,0,1,0
59150662019,59150662,0,8770541645,642.2,0,1,0
59150663001,59150663,50,625944382,479.0,0,1,0
59150663002,59150663,41,625944392,470.4,0,1,0
59150663003,59150663,38,8659767160,640.9,0,1,0
59150663004,59150663,5,626060646,574.8,0,1,0
59150663005,59150663,44,12202920896,653.5,0,1,0
59150663006,59150663,46,626060537,527.1,0,1,0
59150663007,59150663,37,626060526,452.7,0,1,0
59150663008,59150663,42,8659765898,170.8,1,1,0
59150663009,59150663,30,626060521,486.3,0,1,0
59150663010,59150663,33,8659765842,402.8,0,1,0
59150663011,59150663,32,8666682700,568.5,0,1,0
59150663012,59150663,29,451615367,276.0,1,1,0
59150664003,59150664,0,8659544408,427.3,0,1,0
59150664004,59150664,25,8666463693,344.6,1,1,0
59150664009,59150664,50,5077628787,187.9,1,1,0
59150664010,59150664,44,8666463710,132.3,1,1,0
59150664011,59150664,10,8659544425,256.0,1,1,0
59150664012,59150664,0,8666463706,147.9,1,1,0
59150664013,59150664,22,8666463708,162.5,1,1,0
59150664014,59150664,0,8666463701,196.2,1,1,0
59150664015,59150664,44,8666463701,196.2,1,1,0
59150664016,59150664,43,8659765891,227.9,1,1,0
59150664023,59150664,41,8648113381,555.3,0,1,0
59150664024,59150664,17,8648113365,477.5,0,1,0
59150664025,59150664,27,8648113335,391.0,1,1,0
59150664026,59150664,46,623765205,444.3,0,1,0
59150664027,59150664,54,623765209,540.1,0,1,0
59150664028,59150664,85,533073147,497.0,0,1,0
59150665001,59150665,0,452382266,190.3,1,1,0
59150665002,59150665,75,11971054451,333.4,1,1,0
59150665003,59150665,81,8659765884,188.1,1,1,0
59150665004,59150665,41,338461774,433.2,0,1,0
59150665005,59150665,59,5474427383,554.3,0,1,0
59150665006,59150665,26,8666692521,495.4,0,1,0
59150665007,59150665,31,8666692504,499.4,0,1,0
59150665008,59150665,29,8666692502,475.1,0,1,0
59150665009,59150665,27,8666692522,391.5,1,1,0
59150665010,59150665,44,8666692533,338.1,1,1,0
59150665011,59150665,43,8666692494,431.5,0,1,0
59150666003,59150666,46,625944314,509.8,0,1,0
59150666004,59150666,25,5880548752,633.8,0,1,0
59150666005,59150666,44,8710978199,707.9,0,1,0
59150666006,59150666,24,8669606483,524.8,0,1,0
59150666007,59150666,26,8669606514,533.3,0,1,0
59150666008,59150666,22,13475583004,675.0,0,1,0
59150666009,59150666,25,4921173753,379.1,1,1,0
59150666010,59150666,31,8669614623,588.3,0,1,0
59150666011,59150666,42,451615375,498.5,0,1,0
59150666012,59150666,42,8669606464,383.1,1,1,0
59150666013,59150666,54,8669614604,463.1,0,1,0
59150666014,59150666,46,501552503,409.2,0,1,0
59150667001,59150667,52,626060514,185.0,1,1,0
59150667002,59150667,35,533073655,314.4,1,1,0
59150667003,59150667,48,533073479,381.1,1,1,0
59150667004,59150667,39,451615363,487.1,0,1,0
59150667005,59150667,23,2651162608,503.0,0,1,0
59150667006,59150667,32,3218270797,22.9,1,1,0
59150667007,59150667,44,8656970691,146.8,1,1,0
59150667008,59150667,40,8656970702,248.6,1,1,0
59150667009,59150667,46,8657420342,348.0,1,1,0
59150667010,59150667,41,8656970692,262.3,1,1,0
59150667011,59150667,36,8656970682,161.0,1,1,0
59150668001,59150668,433,1240382920,90.1,1,1,0
59150668002,59150668,43,8656970656,43.4,1,1,0
59150668003,59150668,37,8656970657,57.9,1,1,0
59150669007,59150669,34,8657420338,205.0,1,1,0
59150669008,59150669,306,529790227,213.9,1,1,0
59150670001,59150670,46,626315921,236.7,1,1,0
59150670002,59150670,34,7847014970,217.7,1,1,0
59150670003,59150670,60,626315903,132.1,1,1,0
59150670004,59150670,61,626315885,221.1,1,1,0
59150670005,59150670,52,626315874,170.0,1,1,0
59150670006,59150670,45,626315923,149.5,1,1,0
59150670007,59150670,62,626315933,260.3,1,1,0
59150670008,59150670,59,626315939,350.8,1,1,0
59150670009,59150670,45,626315946,387.5,1,1,0
59150670010,59150670,56,626315955,401.7,0,1,0
59150671001,59150671,0,5127509929,123.1,1,1,0
59150671004,59150671,0,628023709,0.0,1,1,0
59150671005,59150671,105,8508791698,59.6,1,1,0
59150671010,59150671,98,628023414,174.6,1,1,0
