DAUID,DGUID,LANDAREA,PRUID,db_count,db_pop_total,db_pop_reach_400,db_pop_reach_800,DA_reach_400,DA_reach_800,n_unique_parks,area_raw,area_cap20,area_cap10,qty_raw,qty_cap20,qty_cap10,reach_cat,qty_cat,supply_type,salience,satisfaction_sentiment,satisfaction_star,coverage_pct,n_reachable_parks,n_qualifying_parks,experience_hi,divergence_type,supply_binary,divergence_2x2,medhhinc,pop_total,pct_visible_minority,pct_age_65plus,pct_LIM_AT,pct_immigrant,pct_bachelor_plus,inc_LIM_AT,inc_totalpop,immigrant_immigrant,immigrant_totalpop,education_bachelor_plus,education_totalpop,ale16_08,inc_stratum,vm_stratum,age_stratum,limat_stratum,immigrant_stratum,edu_stratum,ale_stratum
59153267,2021S051259153267,0.1731,59,3.0,697.0,431.0,697.0,0.6183644189383071,1.0,1,0.93,0.93,0.93,1.3414,1.3414,1.3414,0,0,LL,19200.8608,0.8388,4.7,100.0,1,1,1,LL_high_exp,0,LH,93000.0,697.0,74.8,20.8,23.4,56.3,55.5,55.0,235.0,400.0,710.0,330.0,595.0,55.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),High education (>50%),Low ALE
59153268,2021S051259153268,0.0994,59,4.0,571.0,571.0,571.0,1.0,1.0,1,5.27,5.27,5.27,9.2238,9.2238,9.2238,1,1,HH,61.296,0.612,4.3,100.0,1,1,0,HH_low_exp,1,HL,97000.0,571.0,80.3,14.0,30.8,62.1,49.5,60.0,195.0,360.0,580.0,240.0,485.0,57.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59153269,2021S051259153269,0.1231,59,4.0,418.0,350.0,418.0,0.8373205741626795,1.0,1,5.27,5.27,5.27,12.6,12.6,12.6,1,1,HH,83.7321,0.612,4.3,100.0,1,1,0,HH_low_exp,1,HL,124000.0,418.0,79.7,20.3,33.3,66.2,42.2,45.0,135.0,225.0,340.0,135.0,320.0,55.0,High income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59153270,2021S051259153270,0.0884,59,5.0,510.0,204.0,510.0,0.4,1.0,1,5.27,5.27,5.27,10.327,10.327,10.327,0,1,LH,68.6275,0.612,4.3,100.0,1,1,0,LH_low_exp,0,LL,93000.0,510.0,86.8,18.6,52.9,54.9,54.7,90.0,170.0,250.0,455.0,205.0,375.0,67.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),High education (>50%),Low ALE
59153271,2021S051259153271,0.1378,59,7.0,570.0,0.0,492.0,0.0,0.8631578947368421,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,333.3333,0.5966,4.2,100.0,1,1,0,LL_low_exp,0,LL,90000.0,570.0,64.1,16.7,41.5,50.0,62.8,85.0,205.0,290.0,580.0,295.0,470.0,56.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59153272,2021S051259153272,0.0921,59,5.0,539.0,274.0,539.0,0.5083487940630798,1.0,1,0.94,0.94,0.94,1.7508,1.7508,1.7508,0,0,LL,224.4898,0.6558,4.3,100.0,1,1,0,LL_low_exp,0,LL,92000.0,539.0,77.0,22.3,37.5,43.9,42.9,75.0,200.0,270.0,615.0,225.0,525.0,65.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59153273,2021S051259153273,0.1127,59,5.0,671.0,0.0,671.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,94000.0,671.0,82.1,17.1,31.9,58.6,36.7,75.0,235.0,425.0,725.0,235.0,640.0,82.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59153274,2021S051259153274,0.1129,59,3.0,675.0,0.0,675.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,80000.0,675.0,72.3,15.6,35.8,51.4,50.8,95.0,265.0,380.0,740.0,310.0,610.0,78.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),High education (>50%),Low ALE
59153275,2021S051259153275,0.0389,59,2.0,642.0,642.0,642.0,1.0,1.0,2,0.68,0.68,0.68,1.0568,1.0568,1.0568,1,0,HL,1070.0935,0.6873,4.3,100.0,2,2,0,HL_low_exp,0,LL,52400.0,642.0,52.7,11.7,29.5,45.8,40.3,115.0,390.0,300.0,655.0,240.0,595.0,72.0,Low income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59153276,2021S051259153276,0.1006,59,4.0,588.0,226.0,588.0,0.3843537414965986,1.0,1,5.27,5.27,5.27,8.9571,8.9571,8.9571,0,1,LH,59.5238,0.612,4.3,100.0,1,1,0,LH_low_exp,0,LL,77000.0,588.0,73.0,20.4,41.9,55.3,47.2,90.0,215.0,315.0,570.0,250.0,530.0,86.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59153277,2021S051259153277,0.0505,59,2.0,456.0,456.0,456.0,1.0,1.0,1,0.9,0.9,0.9,1.9756,1.9756,1.9756,1,0,HL,1473.6842,0.7072,4.3,100.0,1,1,0,HL_low_exp,0,LL,67500.0,456.0,72.5,19.7,43.9,55.6,48.6,90.0,205.0,225.0,405.0,175.0,360.0,85.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59153278,2021S051259153278,0.0508,59,2.0,400.0,239.0,400.0,0.5975,1.0,1,0.9,0.9,0.9,2.2522,2.2522,2.2522,0,0,LL,1680.0,0.7072,4.3,100.0,1,1,0,LL_low_exp,0,LL,64500.0,400.0,68.8,17.5,45.7,50.0,46.4,80.0,175.0,195.0,390.0,160.0,345.0,103.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59153279,2021S051259153279,0.0992,59,4.0,500.0,146.0,500.0,0.292,1.0,1,5.27,5.27,5.27,10.5336,10.5336,10.5336,0,1,LH,70.0,0.612,4.3,100.0,1,1,0,LH_low_exp,0,LL,93000.0,500.0,87.0,21.0,44.1,59.8,49.4,75.0,170.0,275.0,460.0,195.0,395.0,81.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59153280,2021S051259153280,0.0885,59,6.0,630.0,214.0,630.0,0.3396825396825397,1.0,1,7.13,7.13,7.13,11.3199,11.3199,11.3199,0,1,LH,677.7778,0.6804,4.3,100.0,1,1,0,LH_low_exp,0,LL,95000.0,630.0,76.9,17.5,31.1,38.3,33.0,70.0,225.0,230.0,600.0,175.0,530.0,33.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59153281,2021S051259153281,0.0776,59,5.0,671.0,671.0,671.0,1.0,1.0,1,7.13,7.13,7.13,10.6282,10.6282,10.6282,1,1,HH,636.3636,0.6804,4.3,100.0,1,1,0,HH_low_exp,1,HL,89000.0,671.0,89.4,17.1,30.4,62.9,27.0,70.0,230.0,450.0,715.0,165.0,610.0,46.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59153282,2021S051259153282,0.1431,59,4.0,608.0,608.0,608.0,1.0,1.0,1,6.9,6.9,6.9,11.3478,11.3478,11.3478,1,1,HH,161.1842,0.5621,4.1,100.0,1,1,0,HH_low_exp,1,HL,69000.0,608.0,89.3,21.4,36.2,66.1,22.1,85.0,235.0,370.0,560.0,105.0,475.0,86.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153283,2021S051259153283,0.1012,59,5.0,593.0,593.0,593.0,1.0,1.0,2,7.37,7.37,7.37,12.4311,12.4311,12.4311,1,1,HH,271.5008,0.6428,4.2,100.0,2,2,0,HH_low_exp,1,HL,82000.0,593.0,94.3,20.2,29.3,70.2,29.8,60.0,205.0,425.0,605.0,155.0,520.0,70.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59153284,2021S051259153284,0.0766,59,3.0,507.0,336.0,507.0,0.6627218934911243,1.0,1,0.47,0.47,0.47,0.9312,0.9312,0.9312,0,0,LL,124.2604,0.7234,4.3,100.0,1,1,1,LL_high_exp,0,LH,79000.0,507.0,93.5,26.6,33.3,63.0,33.3,60.0,180.0,340.0,540.0,150.0,450.0,81.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59153285,2021S051259153285,0.0751,59,3.0,526.0,181.0,526.0,0.344106463878327,1.0,1,0.47,0.47,0.47,0.8976,0.8976,0.8976,0,0,LL,119.7719,0.7234,4.3,100.0,1,1,1,LL_high_exp,0,LH,91000.0,526.0,94.9,21.9,22.2,66.7,17.6,40.0,180.0,330.0,495.0,80.0,455.0,77.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59153286,2021S051259153286,0.0615,59,2.0,395.0,395.0,395.0,1.0,1.0,2,9.82,9.82,9.82,24.8597,24.8597,24.8597,1,1,HH,468.3544,0.6806,4.35,100.0,2,2,0,HH_low_exp,1,HL,91000.0,395.0,92.5,16.5,29.2,59.6,23.2,35.0,120.0,280.0,470.0,95.0,410.0,93.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153287,2021S051259153287,0.108,59,4.0,702.0,144.0,702.0,0.2051282051282051,1.0,1,6.9,6.9,6.9,9.8283,9.8283,9.8283,0,1,LH,139.6011,0.5621,4.1,100.0,1,1,0,LH_low_exp,0,LL,85000.0,702.0,91.0,22.1,18.8,72.6,21.2,45.0,240.0,530.0,730.0,140.0,660.0,87.0,Middle income,High VM (>50%),Older (>20% 65+),Low poverty (<20%),High immigrant (>50%),Low education (<30%),Mid ALE
59153288,2021S051259153288,0.0911,59,4.0,724.0,477.0,724.0,0.6588397790055248,1.0,1,6.9,6.9,6.9,9.5297,9.5297,9.5297,0,1,LH,135.3591,0.5621,4.1,100.0,1,1,0,LH_low_exp,0,LL,71000.0,724.0,87.3,20.7,33.3,58.0,20.5,90.0,270.0,455.0,785.0,135.0,660.0,105.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153289,2021S051259153289,0.0828,59,3.0,570.0,570.0,570.0,1.0,1.0,1,2.92,2.92,2.92,5.123,5.123,5.123,1,1,HH,152.6316,0.799,4.6,100.0,1,1,1,HH_high_exp,1,HH,83000.0,570.0,92.4,26.3,29.3,67.5,18.0,60.0,205.0,405.0,600.0,100.0,555.0,100.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153290,2021S051259153290,0.0891,59,3.0,667.0,546.0,667.0,0.8185907046476761,1.0,2,5.02,5.02,5.02,7.5224,7.5224,7.5224,1,1,HH,2487.2564,0.7734,4.55,100.0,2,2,1,HH_high_exp,1,HH,79000.0,667.0,94.7,24.7,38.3,67.4,22.6,90.0,235.0,445.0,660.0,130.0,575.0,105.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153291,2021S051259153291,0.0978,59,5.0,662.0,302.0,662.0,0.4561933534743202,1.0,1,2.1,2.1,2.1,3.1682,3.1682,3.1682,0,0,LL,2374.6224,0.7477,4.5,100.0,1,1,1,LL_high_exp,0,LH,72000.0,662.0,84.8,17.4,33.3,52.0,23.0,75.0,225.0,325.0,625.0,130.0,565.0,107.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153292,2021S051259153292,0.1007,59,4.0,675.0,183.0,675.0,0.2711111111111111,1.0,1,2.92,2.92,2.92,4.3261,4.3261,4.3261,0,0,LL,128.8889,0.799,4.6,100.0,1,1,1,LL_high_exp,0,LH,49600.0,675.0,82.3,17.8,66.7,58.6,16.4,190.0,285.0,410.0,700.0,95.0,580.0,114.0,Low income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153293,2021S051259153293,0.081,59,3.0,491.0,0.0,491.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,85000.0,491.0,76.5,20.4,32.4,57.7,23.6,55.0,170.0,280.0,485.0,105.0,445.0,132.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153295,2021S051259153295,0.1908,59,6.0,738.0,508.0,738.0,0.6883468834688347,1.0,1,2.92,2.92,2.92,3.9568,3.9568,3.9568,0,0,LL,117.8862,0.799,4.6,100.0,1,1,1,LL_high_exp,0,LH,86000.0,738.0,81.1,46.7,21.4,59.4,31.3,45.0,210.0,285.0,480.0,130.0,415.0,89.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59153296,2021S051259153296,0.0822,59,3.0,686.0,686.0,686.0,1.0,1.0,1,1.43,1.43,1.43,2.081,2.081,2.081,1,0,HL,631.1953,0.6723,4.3,100.0,1,1,0,HL_low_exp,0,LL,81000.0,686.0,81.0,19.7,36.2,54.3,20.5,85.0,235.0,375.0,690.0,125.0,610.0,131.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153297,2021S051259153297,0.0907,59,3.0,1017.0,1017.0,1017.0,1.0,1.0,2,3.52,3.52,3.52,3.466,3.466,3.466,1,0,HL,1971.4848,0.71,4.4,100.0,2,2,1,HL_high_exp,0,LH,79500.0,1017.0,82.2,19.7,28.9,59.4,25.5,110.0,380.0,630.0,1060.0,240.0,940.0,107.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153298,2021S051259153298,0.0856,59,3.0,612.0,612.0,612.0,1.0,1.0,1,1.43,1.43,1.43,2.3326,2.3326,2.3326,1,0,HL,707.5163,0.6723,4.3,100.0,1,1,0,HL_low_exp,0,LL,84000.0,612.0,77.0,15.5,27.9,57.7,19.8,60.0,215.0,355.0,615.0,110.0,555.0,133.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153299,2021S051259153299,0.0695,59,3.0,565.0,366.0,565.0,0.647787610619469,1.0,2,7.2,7.2,7.2,12.7361,12.7361,12.7361,0,1,LH,1083.1858,0.7052,4.3,100.0,2,2,0,LH_low_exp,0,LL,85000.0,565.0,85.0,18.6,28.9,64.2,29.2,55.0,190.0,340.0,530.0,140.0,480.0,94.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153300,2021S051259153300,0.073,59,4.0,486.0,356.0,486.0,0.7325102880658436,1.0,1,1.43,1.43,1.43,2.9374,2.9374,2.9374,0,0,LL,890.9465,0.6723,4.3,100.0,1,1,0,LL_low_exp,0,LL,70500.0,486.0,85.2,20.6,29.7,61.3,22.5,55.0,185.0,245.0,400.0,80.0,355.0,148.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153301,2021S051259153301,0.0582,59,2.0,437.0,0.0,437.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,88000.0,437.0,81.9,22.9,25.0,45.2,16.0,40.0,160.0,235.0,520.0,65.0,405.0,142.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59153302,2021S051259153302,0.0532,59,2.0,470.0,0.0,470.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,88000.0,470.0,87.1,23.4,40.6,69.4,20.5,65.0,160.0,295.0,425.0,75.0,365.0,143.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153303,2021S051259153303,0.063,59,3.0,481.0,0.0,481.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,75500.0,481.0,63.5,19.8,27.8,50.0,25.0,50.0,180.0,260.0,520.0,105.0,420.0,151.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59153304,2021S051259153304,0.0773,59,4.0,1421.0,1087.0,1421.0,0.764954257565095,1.0,1,2.16,2.16,2.16,1.5225,1.5225,1.5225,0,0,LL,241.3793,0.7683,4.4,100.0,1,1,1,LL_high_exp,0,LH,82000.0,1421.0,73.5,11.3,29.6,55.5,34.1,185.0,625.0,760.0,1370.0,420.0,1230.0,134.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59153305,2021S051259153305,0.0959,59,6.0,779.0,156.0,779.0,0.2002567394094993,1.0,2,3.55,3.55,3.55,4.5574,4.5574,4.5574,0,0,LL,765.0834,0.722,4.4,100.0,2,2,1,LL_high_exp,0,LH,83000.0,779.0,82.4,16.0,32.7,52.4,17.0,90.0,275.0,430.0,820.0,125.0,735.0,132.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153306,2021S051259153306,0.1333,59,5.0,864.0,864.0,864.0,1.0,1.0,1,2.16,2.16,2.16,2.5041,2.5041,2.5041,1,0,HL,396.9907,0.7683,4.4,100.0,1,1,1,HL_high_exp,0,LH,84000.0,864.0,76.3,14.5,31.8,52.0,24.2,105.0,330.0,450.0,865.0,185.0,765.0,135.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59153307,2021S051259153307,0.072,59,4.0,436.0,436.0,436.0,1.0,1.0,2,3.55,3.55,3.55,8.1428,8.1428,8.1428,1,1,HH,1366.9725,0.722,4.4,100.0,2,2,1,HH_high_exp,1,HH,79500.0,436.0,79.0,21.8,38.7,56.1,31.9,60.0,155.0,230.0,410.0,110.0,345.0,123.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59153308,2021S051259153308,0.0932,59,4.0,741.0,650.0,741.0,0.8771929824561403,1.0,1,2.16,2.16,2.16,2.9197,2.9197,2.9197,1,0,HL,462.888,0.7683,4.4,100.0,1,1,1,HL_high_exp,0,LH,82000.0,741.0,76.9,14.2,27.1,48.6,32.8,65.0,240.0,355.0,730.0,205.0,625.0,124.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59153370,2021S051259153370,0.0241,59,2.0,911.0,911.0,911.0,1.0,1.0,2,13.62,13.62,13.62,14.9558,14.9558,14.9558,1,1,HH,221.7344,0.6678,4.3,100.0,2,2,0,HH_low_exp,1,HL,60800.0,911.0,24.6,11.5,22.9,24.7,43.7,135.0,590.0,220.0,890.0,380.0,870.0,1041.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Low immigrant (<30%),Mid education (30-50%),High ALE
59153371,2021S051259153371,0.0249,59,1.0,842.0,842.0,842.0,1.0,1.0,2,13.62,13.62,13.62,16.1814,16.1814,16.1814,1,1,HH,239.905,0.6678,4.3,100.0,2,2,0,HH_low_exp,1,HL,61600.0,842.0,33.1,12.5,25.7,37.6,49.4,140.0,545.0,335.0,890.0,420.0,850.0,930.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),High ALE
59153372,2021S051259153372,0.0306,59,2.0,957.0,957.0,957.0,1.0,1.0,3,10.75,10.75,10.75,11.2317,11.2317,11.2317,1,1,HH,1300.9404,0.4601,4.05,100.0,2,2,0,HH_low_exp,1,HL,63200.0,957.0,22.0,17.2,25.2,33.0,49.0,165.0,655.0,340.0,1030.0,485.0,990.0,692.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),High ALE
59153373,2021S051259153373,0.0317,59,2.0,1305.0,1305.0,1305.0,1.0,1.0,3,10.75,10.75,10.75,8.2366,8.2366,8.2366,1,1,HH,954.023,0.4601,4.05,100.0,2,2,0,HH_low_exp,1,HL,61600.0,1305.0,36.3,12.6,27.7,35.4,47.6,240.0,865.0,435.0,1230.0,555.0,1165.0,734.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),High ALE
59153394,2021S051259153394,0.0571,59,4.0,1238.0,1238.0,1238.0,1.0,1.0,3,428.58,30.2,20.2,346.1909,24.3941,16.3166,1,1,HH,1008.8853,0.4601,4.05,66.7,3,2,0,HH_low_exp,1,HL,70000.0,1238.0,19.0,28.7,21.8,30.5,54.8,180.0,825.0,400.0,1310.0,660.0,1205.0,477.0,Middle income,Low VM (<20%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153400,2021S051259153400,0.0468,59,3.0,903.0,903.0,903.0,1.0,1.0,2,13.62,13.62,13.62,15.0883,15.0883,15.0883,1,1,HH,223.6988,0.6678,4.3,100.0,2,2,0,HH_low_exp,1,HL,66000.0,903.0,34.8,13.8,24.6,41.5,45.1,140.0,570.0,390.0,940.0,390.0,865.0,763.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),High ALE
59153464,2021S051259153464,0.0667,59,6.0,1622.0,1622.0,1622.0,1.0,1.0,3,1.34,1.34,1.34,0.828,0.828,0.828,1,0,HL,1911.8372,0.8646,4.6333,100.0,3,3,1,HL_high_exp,0,LH,86000.0,1622.0,49.2,5.5,21.8,34.0,66.8,225.0,1030.0,540.0,1590.0,1025.0,1535.0,1534.0,Middle income,Mid VM (20-50%),Young (<10% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153466,2021S051259153466,0.3478,59,13.0,693.0,457.0,693.0,0.6594516594516594,1.0,3,0.76,0.76,0.76,1.0952,1.0952,1.0952,0,0,LL,7056.2771,0.8133,4.6333,100.0,3,3,1,LL_high_exp,0,LH,74000.0,693.0,70.8,10.1,39.5,41.1,55.5,160.0,405.0,265.0,645.0,355.0,640.0,1054.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153467,2021S051259153467,0.017,59,2.0,970.0,970.0,970.0,1.0,1.0,3,1.34,1.34,1.34,1.3846,1.3846,1.3846,1,0,HL,3196.9072,0.8646,4.6333,100.0,3,3,1,HL_high_exp,0,LH,79000.0,970.0,48.8,12.4,27.4,35.7,61.2,170.0,620.0,380.0,1065.0,615.0,1005.0,1542.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153469,2021S051259153469,0.0339,59,3.0,1035.0,1035.0,1035.0,1.0,1.0,2,5.4,5.4,5.4,5.221,5.221,5.221,1,1,HH,4122.7053,0.6986,4.425,100.0,4,4,0,HH_low_exp,1,HL,82000.0,1035.0,39.9,24.6,30.3,48.3,49.2,150.0,495.0,490.0,1015.0,445.0,905.0,894.0,Middle income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),High ALE
59153470,2021S051259153470,0.0739,59,5.0,853.0,853.0,853.0,1.0,1.0,4,6.44,6.44,6.44,7.5504,7.5504,7.5504,1,1,HH,7963.6577,0.7618,4.5,100.0,6,6,1,HH_high_exp,1,HH,113000.0,853.0,27.3,24.6,21.2,49.7,57.8,70.0,330.0,355.0,715.0,335.0,580.0,1081.0,Middle income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153471,2021S051259153471,0.0316,59,3.0,1359.0,1359.0,1359.0,1.0,1.0,3,5.54,5.54,5.54,4.0788,4.0788,4.0788,1,0,HL,3170.7138,0.7425,4.46,100.0,5,5,1,HL_high_exp,0,LH,103000.0,1359.0,53.0,22.4,28.0,47.2,56.1,210.0,750.0,625.0,1325.0,670.0,1195.0,909.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153472,2021S051259153472,0.0166,59,2.0,431.0,431.0,431.0,1.0,1.0,2,1.99,1.99,1.99,4.6198,4.6198,4.6198,1,0,HL,9832.9466,0.7915,4.55,100.0,4,4,1,HL_high_exp,0,LH,94000.0,431.0,38.0,9.3,23.1,29.3,60.2,60.0,260.0,135.0,460.0,250.0,415.0,1109.0,Middle income,Mid VM (20-50%),Young (<10% 65+),Mid poverty (20-35%),Low immigrant (<30%),High education (>50%),High ALE
59153473,2021S051259153473,0.0177,59,1.0,502.0,502.0,502.0,1.0,1.0,1,1.85,1.85,1.85,3.6889,3.6889,3.6889,1,0,HL,8358.5657,0.7493,4.5333,100.0,3,3,1,HL_high_exp,0,LH,95000.0,502.0,34.6,10.0,34.0,31.8,65.3,85.0,250.0,170.0,535.0,310.0,475.0,1086.0,Middle income,Mid VM (20-50%),Young (<10% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153474,2021S051259153474,0.0153,59,2.0,908.0,908.0,908.0,1.0,1.0,1,1.85,1.85,1.85,2.0395,2.0395,2.0395,1,0,HL,4572.6872,0.7584,4.5,100.0,2,2,1,HL_high_exp,0,LH,96000.0,908.0,36.8,19.3,25.3,47.1,51.3,115.0,455.0,410.0,870.0,395.0,770.0,888.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
59153476,2021S051259153476,0.026,59,4.0,727.0,727.0,727.0,1.0,1.0,4,2.55,2.55,2.55,3.5021,3.5021,3.5021,1,0,HL,67865.1994,0.7935,4.5333,75.0,4,3,1,HL_high_exp,0,LH,78500.0,727.0,63.5,10.3,33.8,49.0,60.1,135.0,400.0,365.0,745.0,430.0,715.0,768.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),High ALE
