DAUID,DGUID,LANDAREA,PRUID,db_count,db_pop_total,db_pop_reach_400,db_pop_reach_800,DA_reach_400,DA_reach_800,n_unique_parks,area_raw,area_cap20,area_cap10,qty_raw,qty_cap20,qty_cap10,reach_cat,qty_cat,supply_type,salience,satisfaction_sentiment,satisfaction_star,coverage_pct,n_reachable_parks,n_qualifying_parks,experience_hi,divergence_type,supply_binary,divergence_2x2,medhhinc,pop_total,pct_visible_minority,pct_age_65plus,pct_LIM_AT,pct_immigrant,pct_bachelor_plus,inc_LIM_AT,inc_totalpop,immigrant_immigrant,immigrant_totalpop,education_bachelor_plus,education_totalpop,ale16_08,inc_stratum,vm_stratum,age_stratum,limat_stratum,immigrant_stratum,edu_stratum,ale_stratum
59150470,2021S051259150470,0.0637,59,3.0,536.0,173.0,536.0,0.3227611940298507,1.0,1,6.9,6.9,6.9,12.8722,12.8722,12.8722,0,1,LH,182.8358,0.5621,4.1,100.0,1,1,0,LH_low_exp,0,LL,93000.0,536.0,96.2,18.7,22.9,55.8,26.8,40.0,175.0,290.0,520.0,110.0,410.0,90.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150471,2021S051259150471,0.074,59,4.0,679.0,0.0,679.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,81000.0,679.0,80.0,19.1,41.7,55.7,18.6,100.0,240.0,320.0,575.0,95.0,510.0,78.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Low ALE
59150472,2021S051259150472,0.0587,59,3.0,492.0,0.0,368.0,0.0,0.7479674796747967,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,97000.0,492.0,83.8,19.3,32.3,44.0,35.3,50.0,155.0,255.0,580.0,180.0,510.0,77.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150473,2021S051259150473,0.0838,59,4.0,680.0,278.0,680.0,0.4088235294117647,1.0,1,13.79,13.79,10.0,20.2729,20.2729,14.7059,0,1,LH,457.3529,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,85000.0,680.0,77.3,17.6,32.6,48.1,29.8,75.0,230.0,315.0,655.0,170.0,570.0,89.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Mid ALE
59150474,2021S051259150474,0.0842,59,4.0,705.0,0.0,705.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,88000.0,705.0,80.1,14.9,29.2,51.8,24.6,70.0,240.0,365.0,705.0,155.0,630.0,91.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Mid ALE
59150475,2021S051259150475,0.0821,59,4.0,762.0,338.0,762.0,0.4435695538057743,1.0,1,13.79,13.79,10.0,18.0913,18.0913,13.1234,0,1,LH,408.1365,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,65000.0,762.0,80.4,19.0,36.4,58.2,35.6,120.0,330.0,445.0,765.0,240.0,675.0,96.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150476,2021S051259150476,0.1531,59,5.0,929.0,161.0,929.0,0.1733046286329386,1.0,1,13.79,13.79,10.0,14.8392,14.8392,10.7643,0,1,LH,334.7686,0.6655,4.2,100.0,1,1,0,LH_low_exp,0,LL,94000.0,929.0,68.2,14.0,23.5,46.6,41.2,80.0,340.0,410.0,880.0,305.0,740.0,89.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150477,2021S051259150477,0.0785,59,3.0,628.0,212.0,628.0,0.3375796178343949,1.0,1,7.13,7.13,7.13,11.3559,11.3559,11.3559,0,1,LH,679.9363,0.6804,4.3,100.0,1,1,0,LH_low_exp,0,LL,102000.0,628.0,82.5,12.7,20.5,50.4,38.0,40.0,195.0,300.0,595.0,190.0,500.0,77.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150478,2021S051259150478,0.0986,59,4.0,792.0,792.0,792.0,1.0,1.0,1,7.13,7.13,7.13,9.0044,9.0044,9.0044,1,1,HH,539.1414,0.6804,4.3,100.0,1,1,0,HH_low_exp,1,HL,86000.0,792.0,86.1,13.9,28.8,50.9,28.2,75.0,260.0,420.0,825.0,200.0,710.0,68.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59150479,2021S051259150479,0.1649,59,5.0,464.0,464.0,464.0,1.0,1.0,1,7.13,7.13,7.13,15.3696,15.3696,15.3696,1,1,HH,920.2586,0.6804,4.3,100.0,1,1,0,HH_low_exp,1,HL,93000.0,464.0,85.5,18.3,28.1,59.7,33.3,45.0,160.0,230.0,385.0,110.0,330.0,61.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150480,2021S051259150480,0.0641,59,3.0,553.0,398.0,553.0,0.7197106690777577,1.0,1,7.13,7.13,7.13,12.896,12.896,12.896,0,1,LH,772.1519,0.6804,4.3,100.0,1,1,0,LH_low_exp,0,LL,95000.0,553.0,86.7,16.3,27.0,51.0,20.5,50.0,185.0,250.0,490.0,90.0,440.0,46.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59150481,2021S051259150481,0.0564,59,2.0,434.0,434.0,434.0,1.0,1.0,1,7.13,7.13,7.13,16.4321,16.4321,16.4321,1,1,HH,983.871,0.6804,4.3,100.0,1,1,0,HH_low_exp,1,HL,90000.0,434.0,93.0,20.7,31.2,66.3,32.0,50.0,160.0,285.0,430.0,120.0,375.0,43.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150482,2021S051259150482,0.0891,59,3.0,853.0,0.0,853.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,98000.0,853.0,87.5,16.4,28.3,51.9,30.4,75.0,265.0,475.0,915.0,245.0,805.0,38.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150483,2021S051259150483,0.0596,59,2.0,503.0,0.0,503.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,90000.0,503.0,90.2,17.9,30.6,52.2,32.3,55.0,180.0,295.0,565.0,155.0,480.0,41.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150484,2021S051259150484,0.0908,59,3.0,689.0,0.0,689.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,81000.0,689.0,88.7,19.6,36.0,53.0,27.6,90.0,250.0,400.0,755.0,185.0,670.0,34.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Low education (<30%),Low ALE
59150485,2021S051259150485,0.1376,59,5.0,565.0,0.0,565.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,102000.0,565.0,93.8,23.9,30.0,54.0,36.9,60.0,200.0,305.0,565.0,190.0,515.0,51.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150486,2021S051259150486,0.0599,59,2.0,547.0,547.0,547.0,1.0,1.0,1,5.33,5.33,5.33,9.738,9.738,9.738,1,1,HH,201.0969,0.7113,4.4,100.0,1,1,1,HH_high_exp,1,HH,88000.0,547.0,60.0,49.4,33.3,58.7,47.1,60.0,180.0,220.0,375.0,160.0,340.0,54.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150487,2021S051259150487,0.1662,59,6.0,810.0,810.0,810.0,1.0,1.0,1,5.33,5.33,5.33,6.5762,6.5762,6.5762,1,1,HH,135.8025,0.7113,4.4,100.0,1,1,1,HH_high_exp,1,HH,88000.0,810.0,84.5,9.3,42.6,53.9,43.4,130.0,305.0,415.0,770.0,295.0,680.0,62.0,Middle income,High VM (>50%),Young (<10% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150488,2021S051259150488,0.0698,59,3.0,2132.0,2132.0,2132.0,1.0,1.0,2,5.84,5.84,5.84,2.7393,2.7393,2.7393,1,0,HL,492.9644,0.761,4.45,100.0,2,2,1,HL_high_exp,0,LH,54000.0,2132.0,86.1,11.5,52.9,49.5,56.2,645.0,1220.0,1050.0,2120.0,1110.0,1975.0,52.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150489,2021S051259150489,0.1202,59,4.0,1053.0,1053.0,1053.0,1.0,1.0,2,5.84,5.84,5.84,5.5463,5.5463,5.5463,1,1,HH,998.1007,0.761,4.45,100.0,2,2,1,HH_high_exp,1,HH,66500.0,1053.0,79.9,10.4,48.0,49.8,49.5,235.0,490.0,510.0,1025.0,460.0,930.0,81.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150490,2021S051259150490,0.0938,59,3.0,575.0,575.0,575.0,1.0,1.0,1,0.51,0.51,0.51,0.8931,0.8931,0.8931,1,0,HL,1636.5217,0.8108,4.5,100.0,1,1,1,HL_high_exp,0,LH,91000.0,575.0,78.6,18.3,38.5,60.2,49.5,75.0,195.0,355.0,590.0,230.0,465.0,77.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150491,2021S051259150491,0.0295,59,2.0,475.0,475.0,475.0,1.0,1.0,1,0.51,0.51,0.51,1.0811,1.0811,1.0811,1,0,HL,1981.0526,0.8108,4.5,100.0,1,1,1,HL_high_exp,0,LH,64000.0,475.0,55.3,28.4,30.6,40.8,38.9,55.0,180.0,155.0,380.0,140.0,360.0,67.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150492,2021S051259150492,0.0714,59,5.0,603.0,206.0,603.0,0.3416252072968491,1.0,1,0.51,0.51,0.51,0.8516,0.8516,0.8516,0,0,LL,1560.5307,0.8108,4.5,100.0,1,1,1,LL_high_exp,0,LH,83000.0,603.0,81.0,14.9,42.6,57.1,45.0,100.0,235.0,360.0,630.0,250.0,555.0,77.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150493,2021S051259150493,0.0354,59,3.0,426.0,320.0,426.0,0.7511737089201878,1.0,1,0.9,0.9,0.9,2.1147,2.1147,2.1147,0,0,LL,1577.4648,0.7072,4.3,100.0,1,1,0,LL_low_exp,0,LL,51200.0,426.0,48.1,10.6,33.3,37.5,35.1,90.0,270.0,150.0,400.0,135.0,385.0,66.0,Low income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150494,2021S051259150494,0.0269,59,3.0,390.0,336.0,390.0,0.8615384615384616,1.0,1,0.9,0.9,0.9,2.3099,2.3099,2.3099,1,0,HL,1723.0769,0.7072,4.3,100.0,1,1,0,HL_low_exp,0,LL,55600.0,390.0,46.0,12.8,21.2,40.7,40.3,55.0,260.0,175.0,430.0,155.0,385.0,66.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150495,2021S051259150495,0.6411,59,23.0,624.0,518.0,624.0,0.8301282051282052,1.0,4,1.99,1.99,1.99,3.1911,3.1911,3.1911,1,0,HL,1677.8846,0.6893,4.3,100.0,4,4,0,HL_low_exp,0,LL,65000.0,624.0,48.6,11.2,14.1,47.7,34.3,55.0,390.0,255.0,535.0,175.0,510.0,46.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150496,2021S051259150496,0.0349,59,2.0,574.0,574.0,574.0,1.0,1.0,2,1.32,1.32,1.32,2.3027,2.3027,2.3027,1,0,HL,1320.5575,0.7008,4.3,100.0,2,2,0,HL_low_exp,0,LL,59200.0,574.0,63.2,10.5,29.2,39.3,45.9,95.0,325.0,210.0,535.0,225.0,490.0,76.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150497,2021S051259150497,0.0311,59,2.0,605.0,605.0,605.0,1.0,1.0,2,1.32,1.32,1.32,2.1847,2.1847,2.1847,1,0,HL,1252.8926,0.7008,4.3,100.0,2,2,0,HL_low_exp,0,LL,57600.0,605.0,61.4,13.2,27.3,50.8,36.8,90.0,330.0,325.0,640.0,215.0,585.0,66.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150498,2021S051259150498,0.0376,59,2.0,612.0,612.0,612.0,1.0,1.0,2,1.32,1.32,1.32,2.1598,2.1598,2.1598,1,0,HL,1238.5621,0.7008,4.3,100.0,2,2,0,HL_low_exp,0,LL,54800.0,612.0,52.1,12.3,25.0,39.3,39.5,95.0,380.0,240.0,610.0,235.0,595.0,69.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150499,2021S051259150499,0.0353,59,2.0,590.0,590.0,590.0,1.0,1.0,2,0.69,0.69,0.69,1.1704,1.1704,1.1704,1,0,HL,501.6949,0.6727,4.3,100.0,2,2,0,HL_low_exp,0,LL,52400.0,590.0,56.6,13.6,32.0,51.6,38.5,120.0,375.0,315.0,610.0,210.0,545.0,67.0,Low income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150500,2021S051259150500,0.0456,59,3.0,724.0,724.0,724.0,1.0,1.0,3,1.59,1.59,1.59,2.1981,2.1981,2.1981,1,0,HL,1337.0166,0.6842,4.3,100.0,3,3,0,HL_low_exp,0,LL,65000.0,724.0,50.0,12.4,22.5,40.9,31.3,90.0,400.0,305.0,745.0,210.0,670.0,100.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150503,2021S051259150503,0.0426,59,2.0,592.0,592.0,592.0,1.0,1.0,2,0.68,0.68,0.68,1.1461,1.1461,1.1461,1,0,HL,1160.473,0.6873,4.3,100.0,2,2,0,HL_low_exp,0,LL,59600.0,592.0,56.8,22.0,34.4,51.6,36.1,105.0,305.0,320.0,620.0,195.0,540.0,86.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150504,2021S051259150504,0.2182,59,6.0,1080.0,1080.0,1080.0,1.0,1.0,3,11.86,11.86,11.86,10.9848,10.9848,10.9848,1,1,HH,898.1481,0.5854,4.2667,100.0,3,3,0,HH_low_exp,1,HL,62400.0,1080.0,76.7,16.2,59.0,59.8,48.8,295.0,500.0,655.0,1095.0,490.0,1005.0,51.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150505,2021S051259150505,0.1051,59,5.0,662.0,351.0,662.0,0.5302114803625377,1.0,2,3.33,3.33,3.33,5.0274,5.0274,5.0274,0,1,LH,235.6495,0.4476,4.15,100.0,2,2,0,LH_low_exp,0,LL,78500.0,662.0,77.2,18.1,35.2,53.3,46.7,95.0,270.0,325.0,610.0,245.0,525.0,59.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150506,2021S051259150506,0.0862,59,3.0,344.0,344.0,344.0,1.0,1.0,2,3.33,3.33,3.33,9.6748,9.6748,9.6748,1,1,HH,453.4884,0.4476,4.15,100.0,2,2,0,HH_low_exp,1,HL,111000.0,344.0,85.1,18.9,39.1,67.6,44.1,45.0,115.0,250.0,370.0,150.0,340.0,53.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150507,2021S051259150507,0.1472,59,6.0,522.0,390.0,522.0,0.7471264367816092,1.0,1,0.94,0.94,0.94,1.8079,1.8079,1.8079,0,0,LL,595.7854,0.6262,4.25,100.0,2,2,0,LL_low_exp,0,LL,120000.0,522.0,78.3,23.0,35.1,52.6,49.0,65.0,185.0,300.0,570.0,235.0,480.0,59.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150508,2021S051259150508,0.1266,59,4.0,494.0,244.0,494.0,0.4939271255060729,1.0,2,3.33,3.33,3.33,6.7371,6.7371,6.7371,0,1,LH,700.4049,0.4973,4.1667,100.0,3,3,0,LH_low_exp,0,LL,123000.0,494.0,73.3,22.3,51.5,53.3,48.2,85.0,165.0,240.0,450.0,200.0,415.0,32.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150509,2021S051259150509,0.1653,59,7.0,463.0,267.0,463.0,0.5766738660907127,1.0,2,3.12,3.12,3.12,6.7481,6.7481,6.7481,0,1,LH,451.4039,0.3863,4.1,100.0,2,2,0,LH_low_exp,0,LL,118000.0,463.0,60.2,21.6,34.3,45.1,48.1,60.0,175.0,185.0,410.0,185.0,385.0,38.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150510,2021S051259150510,0.1864,59,7.0,453.0,0.0,183.0,0.0,0.4039735099337748,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,108000.0,453.0,77.1,19.9,67.7,58.3,48.8,105.0,155.0,280.0,480.0,195.0,400.0,36.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150511,2021S051259150511,0.1277,59,3.0,1181.0,0.0,1181.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,160.8806,0.5966,4.2,100.0,1,1,0,LL_low_exp,0,LL,71000.0,1181.0,77.2,15.7,49.6,55.2,54.8,300.0,605.0,665.0,1205.0,575.0,1050.0,27.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),High education (>50%),Low ALE
59150512,2021S051259150512,0.2211,59,6.0,507.0,0.0,151.0,0.0,0.2978303747534517,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,113000.0,507.0,73.7,23.7,48.6,48.4,41.2,85.0,175.0,230.0,475.0,165.0,400.0,19.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150513,2021S051259150513,0.1692,59,9.0,502.0,0.0,158.0,0.0,0.3147410358565737,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,378.4861,0.5966,4.2,100.0,1,1,0,LL_low_exp,0,LL,124000.0,502.0,84.8,22.9,37.5,54.1,50.0,60.0,160.0,265.0,490.0,215.0,430.0,43.0,High income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150514,2021S051259150514,0.2016,59,10.0,587.0,0.0,231.0,0.0,0.393526405451448,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,121000.0,587.0,91.1,17.9,43.2,64.7,42.0,80.0,185.0,440.0,680.0,250.0,595.0,23.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150515,2021S051259150515,0.2073,59,4.0,380.0,0.0,188.0,0.0,0.4947368421052631,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,106000.0,380.0,93.7,19.7,54.2,73.0,51.6,65.0,120.0,230.0,315.0,160.0,310.0,47.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),High education (>50%),Low ALE
59150516,2021S051259150516,0.1538,59,7.0,471.0,0.0,471.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,105000.0,471.0,85.9,18.0,56.7,57.6,33.3,85.0,150.0,285.0,495.0,150.0,450.0,54.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150517,2021S051259150517,0.1364,59,4.0,410.0,144.0,410.0,0.3512195121951219,1.0,1,0.93,0.93,0.93,2.2804,2.2804,2.2804,0,0,LL,32641.4634,0.8388,4.7,100.0,1,1,1,LL_high_exp,0,LH,99000.0,410.0,74.1,23.2,59.3,40.2,51.4,80.0,135.0,165.0,410.0,180.0,350.0,49.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150518,2021S051259150518,0.1304,59,5.0,428.0,236.0,428.0,0.5514018691588785,1.0,1,5.04,5.04,5.04,11.7668,11.7668,11.7668,0,1,LH,168.2243,0.6707,4.2,100.0,1,1,0,LH_low_exp,0,LL,114000.0,428.0,90.1,19.9,51.7,62.0,40.9,75.0,145.0,220.0,355.0,135.0,330.0,58.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150519,2021S051259150519,0.156,59,3.0,853.0,853.0,853.0,1.0,1.0,2,5.97,5.97,5.97,7.0001,7.0001,7.0001,1,1,HH,15773.7397,0.7548,4.45,100.0,2,2,1,HH_high_exp,1,HH,97000.0,853.0,83.5,11.1,41.5,41.5,53.6,135.0,325.0,380.0,915.0,445.0,830.0,54.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150520,2021S051259150520,0.1643,59,2.0,1036.0,1036.0,1036.0,1.0,1.0,1,5.04,5.04,5.04,4.8612,4.8612,4.8612,1,1,HH,69.4981,0.6707,4.2,100.0,1,1,0,HH_low_exp,1,HL,68000.0,1036.0,81.1,23.6,39.4,61.3,48.4,195.0,495.0,665.0,1085.0,460.0,950.0,74.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150521,2021S051259150521,0.1576,59,7.0,637.0,637.0,637.0,1.0,1.0,3,9.04,9.04,9.04,14.1911,14.1911,14.1911,1,1,HH,24408.1633,0.7114,4.4333,100.0,3,3,1,HH_high_exp,1,HH,93000.0,637.0,83.3,21.2,37.0,51.4,44.4,85.0,230.0,355.0,690.0,275.0,620.0,56.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150522,2021S051259150522,0.122,59,7.0,645.0,362.0,645.0,0.5612403100775194,1.0,2,4.0,4.0,4.0,6.2071,6.2071,6.2071,0,1,LH,23993.7984,0.7318,4.55,100.0,2,2,1,LH_high_exp,0,LH,99000.0,645.0,80.2,22.5,40.9,51.6,37.4,90.0,220.0,325.0,630.0,215.0,575.0,63.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150523,2021S051259150523,0.117,59,7.0,694.0,438.0,694.0,0.6311239193083573,1.0,2,3.84,3.84,3.84,5.5395,5.5395,5.5395,0,1,LH,329.9712,0.5984,4.25,100.0,2,2,0,LH_low_exp,0,LL,103000.0,694.0,65.7,18.7,34.7,36.0,59.6,85.0,245.0,250.0,695.0,325.0,545.0,58.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150524,2021S051259150524,0.0866,59,5.0,541.0,0.0,541.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,94000.0,541.0,76.5,18.5,43.6,53.8,45.3,85.0,195.0,320.0,595.0,240.0,530.0,40.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150526,2021S051259150526,0.0821,59,5.0,571.0,474.0,571.0,0.830122591943958,1.0,1,7.13,7.13,7.13,12.4895,12.4895,12.4895,1,1,HH,747.8109,0.6804,4.3,100.0,1,1,0,HH_low_exp,1,HL,77500.0,571.0,82.4,21.9,37.2,59.5,35.2,80.0,215.0,375.0,630.0,190.0,540.0,57.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150527,2021S051259150527,0.0637,59,4.0,718.0,718.0,718.0,1.0,1.0,1,7.13,7.13,7.13,9.9325,9.9325,9.9325,1,1,HH,594.7075,0.6804,4.3,100.0,1,1,0,HH_low_exp,1,HL,72000.0,718.0,78.4,10.4,38.9,50.3,31.8,105.0,270.0,375.0,745.0,205.0,645.0,77.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150529,2021S051259150529,0.0962,59,5.0,562.0,562.0,562.0,1.0,1.0,1,1.06,1.06,1.06,1.8777,1.8777,1.8777,1,0,HL,290.0356,0.5886,4.1,100.0,1,1,0,HL_low_exp,0,LL,110000.0,562.0,52.6,16.0,15.4,39.3,37.3,30.0,195.0,230.0,585.0,190.0,510.0,94.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),Mid education (30-50%),Mid ALE
59150530,2021S051259150530,0.0493,59,2.0,544.0,544.0,544.0,1.0,1.0,1,1.06,1.06,1.06,1.9399,1.9399,1.9399,1,0,HL,299.6324,0.5886,4.1,100.0,1,1,0,HL_low_exp,0,LL,76000.0,544.0,63.0,19.3,24.0,57.0,31.0,60.0,250.0,265.0,465.0,135.0,435.0,97.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150531,2021S051259150531,0.1736,59,5.0,783.0,639.0,783.0,0.8160919540229885,1.0,2,14.84,14.84,11.06,18.9539,18.9539,14.1191,1,1,HH,605.364,0.627,4.15,100.0,2,2,0,HH_low_exp,1,HL,82000.0,783.0,63.4,13.4,24.6,51.5,40.2,80.0,325.0,345.0,670.0,225.0,560.0,95.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
